# frequency_THz	|SZmax(1),Zmax(1)|^2
100.0	0.26651417209961187
100.19999694824219	0.2591644228427324
100.4000015258789	0.25259525864763455
100.5999984741211	0.24688968697735938
100.80000305175781	0.24211828266891106
101.0	0.2383382035192003
101.19999694824219	0.23559271362752018
101.4000015258789	0.23391082594702794
101.5999984741211	0.2333075481914566
101.80000305175781	0.23378407286700487
102.0	0.23532851427870316
102.19999694824219	0.23791606511928712
102.4000015258789	0.24150961816105102
102.5999984741211	0.24606069475615033
102.80000305175781	0.25151016997432585
103.0	0.2577903943332461
103.19999694824219	0.2648261058901833
103.4000015258789	0.2725377114399326
103.5999984741211	0.2808438969027638
103.80000305175781	0.2896646246425852
104.0	0.29892454702679044
104.19999694824219	0.30855641700679165
104.4000015258789	0.31850370849847687
104.5999984741211	0.328722873339693
104.80000305175781	0.33918412597214453
105.0	0.3498722815278675
105.19999694824219	0.3607844897336508
105.4000015258789	0.3719285170802105
105.5999984741211	0.38331857304262673
105.80000305175781	0.394971158575981
106.0	0.40689975801853695
106.19999694824219	0.41911035082510134
106.4000015258789	0.4315962413724614
106.5999984741211	0.44433512720363666
106.80000305175781	0.4572865398343185
107.0	0.47039111842596965
107.19999694824219	0.48357270731736796
107.4000015258789	0.4967400614422824
107.5999984741211	0.5097938091242975
107.80000305175781	0.5226302672451455
108.0	0.5351500249115198
108.19999694824219	0.5472645280374379
108.4000015258789	0.5589016111870037
108.5999984741211	0.5700137143854933
108.80000305175781	0.5805785905731753
109.0	0.5906035224474416
109.19999694824219	0.6001231159879136
109.4000015258789	0.6091973239748656
109.5999984741211	0.6179053969491299
109.80000305175781	0.6263404292626903
110.0	0.6345988750765743
110.19999694824219	0.642773655604569
110.4000015258789	0.6509451245085849
110.5999984741211	0.6591738689784643
110.80000305175781	0.6674943163023528
111.0	0.6759127080681715
111.19999694824219	0.6844047903346686
111.4000015258789	0.692919693038669
111.5999984741211	0.70138287114154
111.80000305175781	0.7097042105941966
112.0	0.7177857930257582
112.19999694824219	0.7255310849492256
112.4000015258789	0.7328549316629918
