# frequency_THz	|SZmax(1),Zmax(2)|^2
100.0	7.444596052311205e-15
100.2	2.796060072116034e-17
100.4	2.6086934077007198e-17
100.6	2.4318820146209736e-17
100.8	2.264601676385401e-17
101.0	2.1063262592622105e-17
101.2	1.956641287134804e-17
101.4	1.8151807172132223e-17
101.6	1.6816040486498106e-17
101.8	1.5555859840188293e-17
102.0	1.4368120323113368e-17
102.2	1.3249768986734916e-17
102.4	1.2197840173833368e-17
102.6	1.120945476550433e-17
102.8	1.0281820237409587e-17
103.0	9.412230524139468e-18
103.2	8.598065429187101e-18
103.4	7.836789616184116e-18
103.6	7.125951279822343e-18
103.8	6.463180592867087e-18
104.0	5.8461880087885855e-18
104.2	5.2727624751850305e-18
104.4	4.740769598880038e-18
104.6	4.24814978964059e-18
104.8	3.792916401295548e-18
105.0	3.3731538827105294e-18
105.2	2.987015947028316e-18
105.4	2.632723764741114e-18
105.6	2.3085641842731786e-18
105.8	2.012887982390372e-18
106.0	1.7441081459263866e-18
106.2	1.5006981856237762e-18
106.4	1.2811904825425474e-18
106.6	1.0841746670818852e-18
106.8	9.08296030526628e-19
106.9	8.27874643996843e-19
107.0	7.522539687752494e-19
107.2	6.148004577564825e-19
107.4	4.947385597779895e-19
107.6	3.90920959632097e-19
107.8	3.0224852837071034e-19
108.0	2.276689104761324e-19
108.2	1.6617512401597192e-19
108.4	1.168041435232355e-19
108.6	7.863535594854101e-20
108.8	5.0788343362978887e-20
109.0	3.2415080577544574e-20
109.2	3.42070933037412e-19
109.4	2.108816335643825e-20
109.6	2.6530519970316838e-20
109.8	3.8498435669556255e-20
110.0	5.632728076055107e-20
110.2	7.939358637967687e-20
110.4	1.0710741789257487e-19
110.6	1.389103925896399e-19
110.8	1.7427442366488673e-19
111.0	2.1270064376525748e-19
111.2	2.537183984428371e-19
111.4	2.968842793035349e-19
111.5	3.1914142078502286e-19
111.6	3.4178118651392307e-19
111.8	3.880174164454755e-19
112.0	4.352257724246149e-19
112.2	4.8306269743588045e-19
112.4	5.31207428013537e-19
112.6	5.793611687428042e-19
112.8	6.272462868875361e-19
113.0	6.746055267143171e-19
113.2	7.212012431146505e-19
113.4	7.6681465414750605e-19
113.6	8.112451121384862e-19
113.8	8.543093929830148e-19
114.0	8.958410033091745e-19
114.2	9.35689505163355e-19
114.4	9.737198578880787e-19
114.6	1.0098117768670866e-18
114.8	1.0438591088179568e-18
115.0	1.0757692233167204e-18
115.2	1.1054624202431301e-18
115.4	1.1328713528374608e-18
115.6	1.1579404660611099e-18
115.8	1.1806254499512965e-18
116.0	1.2008927076532737e-18
116.1	1.210111991859849e-18
116.2	1.2187188377973324e-18
116.4	1.2340901308522223e-18
116.6	1.2470020790114518e-18
116.8	1.2574588990037282e-18
117.0	1.2654730668353814e-18
117.2	1.2710648625082176e-18
117.4	1.2742619200470867e-18
117.6	1.2750987693589556e-18
