# frequency_THz	|SZmin(1),Zmin(2)|^2
100.0	4.870714374221481e-17
100.19999694824219	4.769183174401971e-17
100.4000015258789	4.668894078627755e-17
100.5999984741211	4.5698561759679526e-17
100.80000305175781	4.4720781264825375e-17
101.0	4.375569051061243e-17
101.19999694824219	4.280333846934815e-17
101.4000015258789	4.186380429305042e-17
101.5999984741211	4.0937143262613484e-17
101.80000305175781	4.0023392415141475e-17
102.0	3.9122588226259773e-17
102.19999694824219	3.823475635821551e-17
102.4000015258789	3.7359924094774167e-17
102.5999984741211	3.6498084669678167e-17
102.80000305175781	3.564925187141067e-17
103.0	3.481342705191365e-17
103.19999694824219	3.3990597894256e-17
103.4000015258789	3.318073780621092e-17
103.5999984741211	3.238384635886625e-17
103.80000305175781	3.1599866977252875e-17
104.0	3.082877280321416e-17
104.19999694824219	3.0070522219862094e-17
104.4000015258789	2.9325076542972327e-17
104.5999984741211	2.859236643963122e-17
104.80000305175781	2.787234597115747e-17
105.0	2.7164942278932524e-17
105.19999694824219	2.6470092704716807e-17
105.4000015258789	2.5787721660437808e-17
105.5999984741211	2.5117754675302993e-17
105.80000305175781	2.446010170409212e-17
106.0	2.3814691019657625e-17
106.19999694824219	2.3181423350319192e-17
106.4000015258789	2.2560210512647696e-17
106.5999984741211	2.1950951605037573e-17
106.80000305175781	2.1353548044687856e-17
107.0	2.0767893866826457e-17
107.19999694824219	2.0193887307755963e-17
107.4000015258789	1.9631415520376412e-17
107.5999984741211	1.9080371080035423e-17
107.80000305175781	1.8540633449870903e-17
108.0	1.8012094235623024e-17
108.19999694824219	1.7494628964489878e-17
108.4000015258789	1.6988117404649757e-17
108.5999984741211	1.6492434497563917e-17
108.80000305175781	1.6007464864988694e-17
109.0	1.5533070495233877e-17
109.19999694824219	1.5069133559153787e-17
109.4000015258789	1.4615519618888878e-17
109.5999984741211	1.4172099525876198e-17
109.80000305175781	1.3738738488085135e-17
110.0	1.3315310449251568e-17
110.19999694824219	1.2901675962749929e-17
110.4000015258789	1.2497705677249598e-17
110.5999984741211	1.2103259332192841e-17
110.80000305175781	1.1718206233587855e-17
111.0	1.1342405858676061e-17
111.19999694824219	1.0975725439093233e-17
111.4000015258789	1.0618027306679552e-17
111.5999984741211	1.026917100863024e-17
111.80000305175781	9.92902258937185e-18
112.0	9.597447752017876e-18
112.19999694824219	9.274302313416384e-18
112.4000015258789	8.959454939677532e-18
112.5999984741211	8.652765450672794e-18
112.80000305175781	8.354097094888525e-18
113.0	8.063316896963292e-18
113.19999694824219	7.780285707105313e-18
113.4000015258789	7.504869563834995e-18
113.5999984741211	7.236930202879224e-18
113.80000305175781	6.97634140184925e-18
114.0	6.722961557435869e-18
114.19999694824219	6.47666281052635e-18
114.4000015258789	6.237309783361661e-18
114.5999984741211	6.004771106691323e-18
114.80000305175781	5.7789180930658905e-18
115.0	5.5596212246647075e-18
115.19999694824219	5.3467488814684276e-18
115.4000015258789	5.140175795271499e-18
115.5999984741211	4.93977652108439e-18
115.80000305175781	4.7454232028473e-18
116.0	4.556991456650095e-18
116.19999694824219	4.374359317177021e-18
116.4000015258789	4.1974039586232125e-18
116.5999984741211	4.0260031104507735e-18
116.80000305175781	3.860038855623664e-18
117.0	3.699392187186332e-18
117.19999694824219	3.543945195155248e-18
117.4000015258789	3.3935826376312096e-18
117.5999984741211	3.2481896930003366e-18
117.80000305175781	3.1076530396890322e-18
118.0	2.9718610534037834e-18
118.19999694824219	2.8407029258234286e-18
118.4000015258789	2.7140697375822452e-18
118.5999984741211	2.5918535030257558e-18
118.80000305175781	2.4739488092213887e-18
119.0	2.3602496625425443e-18
119.19999694824219	2.250652765218648e-18
119.4000015258789	2.1450569401782775e-18
119.5999984741211	2.0433611177792435e-18
119.80000305175781	1.9454664223532365e-18
120.0	1.8512752804456726e-18
120.19999694824219	1.7606919058519853e-18
120.4000015258789	1.6736211077991716e-18
120.5999984741211	1.589969759590027e-18
120.80000305175781	1.509647069941853e-18
121.0	1.43256215518559e-18
121.19999694824219	1.3586267837518054e-18
121.4000015258789	1.2877532594499792e-18
121.5999984741211	1.219856228618061e-18
121.80000305175781	1.1548517704382675e-18
122.0	1.0926564265972641e-18
122.19999694824219	1.0331894799129262e-18
122.4000015258789	9.763707169787847e-19
122.5999984741211	9.221221903058634e-19
122.80000305175781	8.703668487377498e-19
123.0	8.210293067352065e-19
123.19999694824219	7.740353826839953e-19
123.4000015258789	7.293127304761186e-19
123.5999984741211	6.867899246539394e-19
123.80000305175781	6.463974453732901e-19
124.0	6.080668292209909e-19
124.19999694824219	5.717312037366571e-19
124.4000015258789	5.37324833228022e-19
124.5999984741211	5.0478353907128875e-19
124.80000305175781	4.740446870134937e-19
125.0	4.450466200498702e-19
125.19999694824219	4.177291313822697e-19
125.4000015258789	3.920334159904188e-19
125.5999984741211	3.6790186251145267e-19
125.80000305175781	3.452781997101283e-19
126.0	3.2410760722466266e-19
126.19999694824219	3.043361673666561e-19
126.4000015258789	2.8591162929081713e-19
126.5999984741211	2.6878259138565376e-19
126.80000305175781	2.528990460749167e-19
127.0	2.382123514725111e-19
127.19999694824219	2.2467470812497346e-19
127.4000015258789	2.1223982279358078e-19
127.5999984741211	2.0086234930718172e-19
127.80000305175781	1.904981093416849e-19
128.0	1.8110420688879755e-19
128.1999969482422	1.7263866721822826e-19
128.39999389648438	1.6506079389764259e-19
128.60000610351562	1.5833076842545377e-19
128.8000030517578	1.5241002561085834e-19
129.0	1.4726089513862859e-19
129.1999969482422	1.4284687269896538e-19
129.39999389648438	1.391324051052e-19
129.60000610351562	1.360829168520224e-19
129.8000030517578	1.3366486342493873e-19
130.0	1.3184563039220692e-19
130.1999969482422	1.3059360337438375e-19
130.39999389648438	1.2987802243217786e-19
130.60000610351562	1.29669146214804e-19
130.8000030517578	1.2993808270761826e-19
131.0	1.3065681835875287e-19
131.1999969482422	1.3179823626230495e-19
131.39999389648438	1.3333603759097574e-19
131.60000610351562	1.3524481230773795e-19
131.8000030517578	1.3749996651695167e-19
132.0	1.40077625750206e-19
132.1999969482422	1.4295486039673038e-19
132.39999389648438	1.4610940495964162e-19
132.60000610351562	1.4951968499777729e-19
132.8000030517578	1.5316515245245227e-19
133.0	1.5702564228603096e-19
133.1999969482422	1.6108194611019849e-19
133.39999389648438	1.6531552902441401e-19
133.60000610351562	1.6970833744119632e-19
133.8000030517578	1.7424331017049295e-19
134.0	1.789037700755347e-19
134.1999969482422	1.836738014127555e-19
134.39999389648438	1.88538089117159e-19
134.60000610351562	1.9348190783568726e-19
134.8000030517578	1.9849125056312745e-19
135.0	2.0355245623759644e-19
135.1999969482422	2.08652795840023e-19
135.39999389648438	2.1377973630266282e-19
135.60000610351562	2.1892133976220333e-19
135.8000030517578	2.240665137311075e-19
136.0	2.2920427295578007e-19
136.1999969482422	2.3432453568901415e-19
136.39999389648438	2.394172155532254e-19
136.60000610351562	2.4447329320060015e-19
136.8000030517578	2.494836972932284e-19
137.0	2.544401207569489e-19
137.1999969482422	2.593346005232817e-19
137.39999389648438	2.6415945625770926e-19
137.60000610351562	2.6890777699004603e-19
137.8000030517578	2.7357290786371394e-19
138.0	2.781482692954346e-19
138.1999969482422	2.82628072634437e-19
138.39999389648438	2.870068190185826e-19
138.60000610351562	2.9127932368835984e-19
138.8000030517578	2.954405190606662e-19
139.0	2.9948628044134186e-19
139.1999969482422	3.0341215111538034e-19
139.39999389648438	3.0721429485327186e-19
139.60000610351562	3.1088926950805864e-19
139.8000030517578	3.144338246598627e-19
140.0	3.1784507004159346e-19
140.1999969482422	3.211201117427459e-19
140.39999389648438	3.2425680239889373e-19
140.60000610351562	3.2725286748085853e-19
140.8000030517578	3.3010655145294663e-19
141.0	3.328160688589567e-19
141.1999969482422	3.353800686231976e-19
141.39999389648438	3.377975344142814e-19
141.60000610351562	3.4006730377571304e-19
141.8000030517578	3.4218875402225707e-19
142.0	3.441612690665456e-19
142.1999969482422	3.459845923624697e-19
142.39999389648438	3.4765852359175693e-19
142.60000610351562	3.4918321956777205e-19
142.8000030517578	3.5055865502346424e-19
143.0	3.517853487752775e-19
143.1999969482422	3.528639608612729e-19
143.39999389648438	3.5379481013720436e-19
143.60000610351562	3.54579114061503e-19
143.8000030517578	3.5521756235123943e-19
144.0	3.557114344507727e-19
144.1999969482422	3.5606182693609933e-19
144.39999389648438	3.5627021326559847e-19
144.60000610351562	3.563380086811394e-19
144.8000030517578	3.56266686031333e-19
145.0	3.5605812793457162e-19
145.1999969482422	3.557139176747768e-19
145.39999389648438	3.5523598691024726e-19
145.60000610351562	3.546263603530267e-19
145.8000030517578	3.5388692463959646e-19
146.0	3.530199546129385e-19
146.1999969482422	3.5202763956537356e-19
146.39999389648438	3.5091210586652445e-19
146.60000610351562	3.496757331754816e-19
146.8000030517578	3.483208079454405e-19
147.0	3.468499669985616e-19
147.1999969482422	3.452656921932476e-19
147.39999389648438	3.4357021026478397e-19
147.60000610351562	3.4176640069561786e-19
147.8000030517578	3.398567132482168e-19
148.0	3.3784398474916464e-19
148.1999969482422	3.3573067423776605e-19
148.39999389648438	3.3351951775392973e-19
148.60000610351562	3.3121329078638323e-19
148.8000030517578	3.2881484067116117e-19
149.0	3.263269135376087e-19
149.1999969482422	3.2375210199181107e-19
149.39999389648438	3.2109347730572887e-19
149.60000610351562	3.1835359766030845e-19
149.8000030517578	3.1553531381513226e-19
150.0	3.126417755273095e-19
150.1999969482422	3.096754132874853e-19
150.39999389648438	3.0663910833972827e-19
150.60000610351562	3.0353580618422885e-19
150.8000030517578	3.0036812693097657e-19
151.0	2.9713913276649513e-19
151.1999969482422	2.9385155241910093e-19
151.39999389648438	2.9050803619952584e-19
151.60000610351562	2.871112572614447e-19
151.8000030517578	2.8366430571222946e-19
152.0	2.801695516219411e-19
152.1999969482422	2.7663006351649754e-19
152.39999389648438	2.7304816641490537e-19
152.60000610351562	2.694267185922171e-19
152.8000030517578	2.657684776583033e-19
153.0	2.620757689804173e-19
153.1999969482422	2.5835152451618594e-19
153.39999389648438	2.5459793348450297e-19
153.60000610351562	2.5081780231175834e-19
153.8000030517578	2.470135807088221e-19
154.0	2.4318772394773123e-19
154.1999969482422	2.3934260493068465e-19
154.39999389648438	2.354806752926626e-19
154.60000610351562	2.316043120825569e-19
154.8000030517578	2.27715895317573e-19
155.0	2.2381755254546194e-19
155.1999969482422	2.19911705611712e-19
155.39999389648438	2.16000650415151e-19
155.60000610351562	2.12086303078829e-19
155.8000030517578	2.081710511708669e-19
156.0	2.0425678955478913e-19
156.1999969482422	2.0034581226821188e-19
156.39999389648438	1.9643999135571737e-19
156.60000610351562	1.9254126794373676e-19
156.8000030517578	1.8865175432791938e-19
157.0	1.8477319434414418e-19
157.1999969482422	1.8090752326879664e-19
157.39999389648438	1.7705651965659978e-19
157.60000610351562	1.7322201690443121e-19
157.8000030517578	1.694056803816045e-19
158.0	1.656091779650648e-19
158.1999969482422	1.6183426453602654e-19
158.39999389648438	1.5808239264042442e-19
158.60000610351562	1.5435518840618484e-19
158.8000030517578	1.5065421978748946e-19
159.0	1.4698085997936902e-19
159.1999969482422	1.4333658116280469e-19
159.39999389648438	1.3972277421936117e-19
159.60000610351562	1.3614080279023236e-19
159.8000030517578	1.3259187598194108e-19
160.0	1.2907736052225192e-19
160.1999969482422	1.2559836622958558e-19
160.39999389648438	1.2215614193661104e-19
160.60000610351562	1.187517999371268e-19
160.8000030517578	1.1538639221465993e-19
161.0	1.1206097612468616e-19
161.1999969482422	1.0877658162741849e-19
161.39999389648438	1.0553410698886614e-19
161.60000610351562	1.0233458582868854e-19
161.8000030517578	9.917880253082801e-20
162.0	9.606760918170626e-20
162.1999969482422	9.30018242517337e-20
162.39999389648438	8.998223333342608e-20
162.60000610351562	8.700953814639732e-20
162.8000030517578	8.408441015070913e-20
163.0	8.120749519722644e-20
163.1999969482422	7.837944942026743e-20
163.39999389648438	7.560075383599255e-20
163.60000610351562	7.28720377682146e-20
163.8000030517578	7.019372892938607e-20
164.0	6.756632862402593e-20
164.1999969482422	6.499026940469427e-20
164.39999389648438	6.246590455193415e-20
164.60000610351562	5.999362138715121e-20
164.8000030517578	5.757374978519247e-20
165.0	5.520655938765087e-20
165.1999969482422	5.2892313537688324e-20
165.39999389648438	5.0631249446622274e-20
165.60000610351562	4.842355836679071e-20
165.8000030517578	4.626939216539666e-20
166.0	4.416889089013655e-20
166.1999969482422	4.2122146682257966e-20
166.39999389648438	4.012925881575294e-20
166.60000610351562	3.819023619808297e-20
166.8000030517578	3.6305121430643565e-20
167.0	3.447389161450054e-20
167.1999969482422	3.269649896538419e-20
167.39999389648438	3.097289399962252e-20
167.60000610351562	2.930297052360716e-20
167.8000030517578	2.768661334760741e-20
168.0	2.6123680459472406e-20
168.1999969482422	2.4614009475278355e-20
168.39999389648438	2.3157399531456135e-20
168.60000610351562	2.175364487098814e-20
168.8000030517578	2.0402500207629417e-20
169.0	1.9103710264140092e-20
169.1999969482422	1.7856993102314757e-20
169.39999389648438	1.6662042855945626e-20
169.60000610351562	1.5518538728020447e-20
169.8000030517578	1.4426141225047528e-20
170.0	1.3384489363326236e-20
170.1999969482422	1.2393190390355142e-20
170.39999389648438	1.145185852550065e-20
170.60000610351562	1.0560069714735722e-20
170.8000030517578	9.717391583965005e-21
171.0	8.923374098809394e-21
171.1999969482422	8.177551032738073e-21
171.39999389648438	7.47943733782768e-21
171.60000610351562	6.828539160695806e-21
