# frequency_THz	|SZmin(1),Zmax(2)|^2
153.8	1.5999999999999995e-131
154.0	1.6e-131
154.2	1.6e-131
154.4	1.6000000000000002e-131
154.6	1.6e-131
154.8	1.6000000000000002e-131
155.0	9.000000000000001e-132
155.2	8.999999999999997e-132
155.4	8.999999999999997e-132
155.6	8.999999999999997e-132
155.8	8.999999999999997e-132
156.0	9.000000000000001e-132
156.2	8.999999999999997e-132
156.4	9.000000000000001e-132
156.6	8.999999999999997e-132
156.8	9.000000000000001e-132
157.0	8.999999999999997e-132
157.2	9.000000000000001e-132
157.4	8.999999999999997e-132
157.6	9.000000000000001e-132
157.8	9.000000000000001e-132
158.0	8.999999999999997e-132
158.2	9.000000000000001e-132
158.4	9.000000000000005e-132
158.6	8.999999999999997e-132
158.8	8.999999999999997e-132
159.0	9.000000000000001e-132
159.2	8.999999999999997e-132
159.4	9.000000000000001e-132
159.6	9.000000000000001e-132
159.8	0.0
160.0	8.999999999999997e-132
160.2	9.000000000000001e-132
160.4	9.000000000000001e-132
160.6	9.000000000000001e-132
160.8	9.000000000000001e-132
161.0	9.000000000000001e-132
161.2	8.999999999999997e-132
161.4	8.999999999999997e-132
161.6	9.000000000000001e-132
161.8	9.000000000000001e-132
162.0	9.000000000000001e-132
162.2	9.000000000000001e-132
162.4	8.999999999999997e-132
162.6	8.999999999999995e-132
162.8	9.000000000000001e-132
163.0	8.999999999999997e-132
163.2	8.999999999999997e-132
163.4	9.000000000000001e-132
163.6	9.000000000000001e-132
163.8	8.999999999999997e-132
164.0	8.999999999999997e-132
164.2	8.999999999999997e-132
164.4	9.000000000000001e-132
164.60000000000002	9.000000000000001e-132
164.8	4e-132
165.0	4.0000000000000006e-132
165.2	4e-132
165.4	4e-132
165.60000000000002	4e-132
165.8	4e-132
166.0	4e-132
166.2	4e-132
166.4	3.9999999999999974e-132
166.60000000000002	4e-132
166.8	4e-132
167.0	4.0000000000000006e-132
167.2	4e-132
167.4	4e-132
167.60000000000002	4e-132
167.8	4.0000000000000006e-132
168.0	4e-132
168.2	4e-132
168.4	4e-132
168.60000000000002	4e-132
168.8	4e-132
169.0	3.9999999999999974e-132
169.2	4e-132
169.4	4e-132
169.6	0.0
169.8	4e-132
170.0	4.000000000000002e-132
170.2	4e-132
170.4	4e-132
170.60000000000002	4.0000000000000006e-132
170.8	4e-132
171.0	4e-132
171.2	4e-132
171.4	4e-132
171.60000000000002	4e-132
171.8	4e-132
172.0	4e-132
172.2	4e-132
172.4	4.0000000000000006e-132
172.60000000000002	4e-132
172.8	4e-132
173.0	4e-132
173.2	4e-132
173.4	4e-132
173.60000000000002	4e-132
173.8	3.999999999999999e-132
174.0	4e-132
174.2	4e-132
174.4	4e-132
174.60000000000002	4e-132
174.8	4e-132
175.0	4e-132
175.2	4e-132
175.4	4.000000000000002e-132
175.60000000000002	4.0000000000000006e-132
175.8	4e-132
176.0	4e-132
176.2	4e-132
176.4	4e-132
176.60000000000002	4e-132
176.8	4e-132
177.0	4.0000000000000006e-132
177.2	3.9999999999999974e-132
177.4	1e-132
177.60000000000002	1e-132
177.8	9.999999999999997e-133
178.0	1e-132
178.2	1.0000000000000001e-132
178.4	1e-132
178.60000000000002	1e-132
178.8	1e-132
179.0	1e-132
179.2	1e-132
179.4	9.999999999999997e-133
179.60000000000002	9.999999999999997e-133
179.8	1e-132
180.0	1e-132
180.2	1e-132
180.4	1.0000000000000001e-132
180.60000000000002	1e-132
180.8	1e-132
181.0	1e-132
181.2	1e-132
181.4	9.999999999999994e-133
181.60000000000002	1.0000000000000001e-132
181.8	1e-132
182.0	9.999999999999997e-133
182.2	1.0000000000000001e-132
182.4	1e-132
182.60000000000002	1e-132
182.8	1.0000000000000001e-132
183.0	1.0000000000000001e-132
183.2	1.0000000000000001e-132
183.4	9.999999999999997e-133
183.60000000000002	1e-132
183.8	1e-132
184.0	1e-132
184.2	1.0000000000000001e-132
184.4	1e-132
184.60000000000002	9.999999999999997e-133
184.8	0.0
185.0	1e-132
185.2	1e-132
185.4	1e-132
185.60000000000002	1e-132
185.8	1e-132
186.0	1e-132
186.2	1e-132
186.4	1e-132
186.60000000000002	9.999999999999997e-133
186.8	1e-132
187.0	9.999999999999997e-133
187.2	9.999999999999997e-133
187.4	9.999999999999997e-133
187.60000000000002	9.999999999999997e-133
187.8	1e-132
188.0	9.999999999999997e-133
188.2	1.0000000000000005e-132
188.4	1e-132
188.60000000000002	1e-132
188.8	1e-132
189.0	1e-132
189.2	1.0000000000000001e-132
189.4	1e-132
189.60000000000002	1e-132
189.8	9.999999999999997e-133
190.0	1e-132
190.2	0.0
190.4	0.0
190.60000000000002	0.0
190.8	0.0
191.0	0.0
191.2	0.0
191.4	0.0
191.60000000000002	0.0
191.8	0.0
192.0	0.0
192.2	0.0
192.4	0.0
192.60000000000002	0.0
192.8	0.0
193.0	0.0
193.2	0.0
193.4	0.0
193.60000000000002	0.0
193.8	0.0
194.0	0.0
194.2	0.0
194.4	0.0
194.60000000000002	0.0
194.8	0.0
195.0	0.0
195.2	0.0
195.4	0.0
195.60000000000002	0.0
195.8	0.0
196.0	0.0
196.2	0.0
196.4	0.0
196.60000000000002	0.0
196.8	0.0
197.0	0.0
197.2	0.0
197.4	0.0
197.60000000000002	1e-132
197.8	9.999999999999997e-133
198.0	1e-132
198.2	9.999999999999997e-133
198.4	1e-132
198.60000000000002	1.0000000000000001e-132
198.8	1e-132
199.0	1e-132
199.2	9.999999999999997e-133
199.4	1e-132
199.60000000000002	1e-132
199.8	9.999999999999997e-133
200.0	0.0
200.2	1e-132
200.4	1.0000000000000001e-132
200.60000000000002	1e-132
200.8	1e-132
201.0	1e-132
201.2	9.999999999999997e-133
201.4	1e-132
201.60000000000002	9.999999999999997e-133
201.8	9.999999999999997e-133
202.0	9.999999999999997e-133
202.2	1.0000000000000001e-132
202.4	9.999999999999997e-133
202.60000000000002	1.0000000000000001e-132
202.8	9.999999999999997e-133
203.0	1e-132
203.2	1e-132
203.4	1e-132
203.60000000000002	1e-132
203.8	9.999999999999997e-133
204.0	1e-132
204.2	1e-132
204.4	1e-132
204.60000000000002	1e-132
204.8	1e-132
205.0	1e-132
205.2	1.0000000000000001e-132
205.4	9.999999999999994e-133
205.60000000000002	1.0000000000000001e-132
205.8	9.999999999999997e-133
206.0	1.0000000000000001e-132
206.2	9.999999999999997e-133
206.4	4e-132
206.60000000000002	4e-132
206.8	4e-132
207.0	4e-132
207.2	4e-132
207.4	4e-132
207.60000000000002	4.0000000000000006e-132
207.8	3.999999999999999e-132
208.0	4e-132
208.2	4e-132
208.4	4e-132
208.60000000000002	4e-132
208.8	4.0000000000000006e-132
209.0	4e-132
209.2	4e-132
209.4	4e-132
209.60000000000002	3.999999999999999e-132
209.8	4e-132
210.0	4e-132
210.2	4e-132
210.4	3.999999999999999e-132
210.60000000000002	4e-132
210.8	4e-132
211.0	4e-132
211.2	4e-132
211.4	4e-132
211.60000000000002	4e-132
211.8	4e-132
212.0	4e-132
212.2	4e-132
212.4	4e-132
212.5	0.0
212.60000000000002	3.999999999999999e-132
212.8	4e-132
213.0	4e-132
213.2	4e-132
213.4	4e-132
213.60000000000002	4e-132
213.8	4e-132
214.0	4e-132
214.2	4e-132
214.4	4e-132
214.60000000000002	4e-132
214.8	4e-132
215.0	3.999999999999999e-132
215.2	4e-132
215.4	4e-132
215.60000000000002	3.999999999999999e-132
215.8	4e-132
216.0	4e-132
216.2	4e-132
216.4	4e-132
216.60000000000002	4e-132
216.8	4e-132
217.0	4e-132
217.2	4e-132
217.4	4e-132
217.60000000000002	4.000000000000002e-132
217.8	4.0000000000000006e-132
218.0	4e-132
218.2	4e-132
218.4	4e-132
218.60000000000002	4e-132
218.8	9.000000000000001e-132
219.0	8.999999999999997e-132
219.2	9.000000000000001e-132
219.4	8.999999999999997e-132
219.60000000000002	8.999999999999997e-132
219.8	9.000000000000001e-132
220.0	8.999999999999997e-132
220.2	9.000000000000001e-132
220.4	9.000000000000001e-132
220.60000000000002	9.000000000000001e-132
220.8	8.999999999999997e-132
221.0	9.000000000000001e-132
221.2	9.000000000000001e-132
221.4	9.000000000000001e-132
221.60000000000002	9.000000000000001e-132
221.8	9.000000000000001e-132
222.0	9.000000000000001e-132
222.2	8.999999999999997e-132
222.4	9.000000000000001e-132
222.60000000000002	8.999999999999997e-132
222.8	9.000000000000001e-132
223.0	9.000000000000001e-132
223.2	9.000000000000001e-132
223.4	8.999999999999995e-132
223.60000000000002	9.000000000000001e-132
223.8	8.999999999999997e-132
224.0	9.000000000000001e-132
224.2	9.000000000000001e-132
224.4	8.999999999999997e-132
224.60000000000002	8.999999999999997e-132
224.8	8.999999999999995e-132
225.0	0.0
225.2	9.000000000000001e-132
225.4	8.999999999999997e-132
225.60000000000002	9.000000000000001e-132
225.8	9.000000000000001e-132
226.0	9.000000000000001e-132
226.2	8.999999999999997e-132
226.4	9.000000000000001e-132
226.60000000000002	9.000000000000001e-132
226.8	8.999999999999997e-132
227.0	9.000000000000001e-132
227.2	9.000000000000001e-132
227.4	9.000000000000001e-132
227.60000000000002	9.000000000000001e-132
227.8	8.999999999999997e-132
228.0	9.000000000000001e-132
228.20000000000002	9.000000000000001e-132
228.4	8.999999999999997e-132
228.6	9.000000000000001e-132
228.8	9.000000000000001e-132
229.0	9.000000000000001e-132
229.20000000000002	8.999999999999997e-132
229.4	9.000000000000001e-132
229.6	9.000000000000001e-132
229.8	8.999999999999997e-132
230.0	9.000000000000001e-132
230.20000000000002	8.999999999999995e-132
230.4	9.000000000000001e-132
230.6	9.000000000000001e-132
230.8	9.000000000000001e-132
231.0	8.999999999999997e-132
231.20000000000002	8.999999999999997e-132
231.4	1.5999999999999995e-131
231.6	1.5999999999999995e-131
231.8	1.6e-131
232.0	1.5999999999999995e-131
232.20000000000002	1.6e-131
232.4	1.6e-131
232.6	1.6e-131
232.8	1.6e-131
233.0	1.6e-131
233.20000000000002	1.6e-131
233.4	1.5999999999999995e-131
233.6	1.6e-131
233.8	1.6000000000000002e-131
234.0	1.6e-131
234.20000000000002	1.6e-131
234.4	1.6e-131
234.6	1.5999999999999995e-131
234.8	1.6000000000000002e-131
235.0	1.6e-131
235.20000000000002	1.6e-131
235.4	1.6e-131
235.6	1.6e-131
235.8	1.5999999999999995e-131
236.0	1.6e-131
236.20000000000002	1.6000000000000002e-131
236.4	1.5999999999999995e-131
236.6	1.5999999999999995e-131
236.8	1.6e-131
237.0	1.6e-131
237.20000000000002	1.6e-131
237.4	1.6e-131
237.5	0.0
237.6	1.6000000000000002e-131
237.8	1.6e-131
238.0	1.6e-131
238.20000000000002	1.5999999999999995e-131
238.4	1.6e-131
238.6	1.5999999999999995e-131
238.8	1.6e-131
239.0	1.5999999999999995e-131
239.20000000000002	1.6e-131
239.4	1.6e-131
239.6	1.6000000000000002e-131
239.8	1.6e-131
240.0	1.6e-131
240.20000000000002	1.6000000000000007e-131
240.4	1.6e-131
240.6	1.5999999999999995e-131
240.8	1.5999999999999995e-131
241.0	1.6e-131
241.20000000000002	1.6e-131
241.4	1.6e-131
241.6	1.5999999999999995e-131
241.8	1.6e-131
242.0	1.6000000000000002e-131
242.20000000000002	1.6e-131
242.4	1.6e-131
242.6	1.5999999999999995e-131
242.8	1.6000000000000007e-131
243.0	1.6e-131
243.20000000000002	1.6000000000000002e-131
243.4	1.6e-131
243.6	1.6e-131
243.8	2.5000000000000007e-131
244.0	2.4999999999999997e-131
244.20000000000002	2.4999999999999997e-131
244.4	2.4999999999999997e-131
244.6	2.4999999999999987e-131
244.8	2.4999999999999997e-131
245.0	2.4999999999999997e-131
245.20000000000002	2.4999999999999997e-131
245.4	2.5000000000000007e-131
245.6	2.4999999999999997e-131
245.8	2.4999999999999997e-131
246.0	2.4999999999999987e-131
246.20000000000002	2.4999999999999997e-131
246.4	2.4999999999999997e-131
246.6	2.5000000000000007e-131
246.8	2.4999999999999997e-131
247.0	2.4999999999999997e-131
247.20000000000002	2.4999999999999997e-131
247.4	2.5000000000000007e-131
247.6	2.4999999999999997e-131
247.8	2.5000000000000007e-131
248.0	2.4999999999999997e-131
248.20000000000002	2.5000000000000007e-131
248.4	2.4999999999999997e-131
248.6	2.4999999999999997e-131
248.8	2.4999999999999997e-131
249.0	2.5000000000000007e-131
249.20000000000002	2.5000000000000007e-131
249.4	2.5000000000000007e-131
249.6	2.5000000000000007e-131
249.8	2.4999999999999997e-131
250.0	0.0
250.20000000000002	2.5000000000000007e-131
250.4	2.5000000000000007e-131
250.6	2.4999999999999997e-131
250.8	2.4999999999999997e-131
251.0	2.4999999999999997e-131
251.20000000000002	2.5000000000000007e-131
251.4	2.5000000000000007e-131
251.6	2.5000000000000007e-131
251.8	2.4999999999999997e-131
252.0	2.4999999999999997e-131
252.20000000000002	2.5000000000000007e-131
252.4	2.4999999999999997e-131
252.6	2.5000000000000007e-131
252.8	2.5000000000000007e-131
253.0	2.4999999999999997e-131
253.20000000000002	2.4999999999999997e-131
253.4	2.4999999999999997e-131
253.60000000000002	2.5000000000000007e-131
253.8	2.5000000000000007e-131
254.0	2.5000000000000007e-131
254.20000000000002	2.5000000000000007e-131
254.4	2.5000000000000007e-131
254.60000000000002	2.4999999999999997e-131
254.8	2.4999999999999997e-131
255.0	2.4999999999999997e-131
255.20000000000002	2.4999999999999997e-131
255.4	2.5000000000000007e-131
255.60000000000002	2.4999999999999997e-131
255.8	2.4999999999999997e-131
256.0	2.4999999999999997e-131
256.20000000000005	2.5000000000000007e-131
256.4	2.4999999999999997e-131
256.6	2.5000000000000007e-131
256.8	2.4999999999999987e-131
257.0	2.4999999999999997e-131
257.20000000000005	2.5000000000000007e-131
257.4	2.4999999999999997e-131
257.6	2.4999999999999997e-131
257.8	2.4999999999999997e-131
258.0	2.4999999999999997e-131
258.20000000000005	2.5000000000000007e-131
258.4	2.4999999999999997e-131
258.6	3.6000000000000004e-131
258.8	3.6000000000000004e-131
259.0	3.6000000000000004e-131
259.20000000000005	3.6000000000000004e-131
259.4	3.6000000000000004e-131
259.6	3.6000000000000004e-131
259.8	3.600000000000002e-131
260.0	3.599999999999999e-131
260.20000000000005	3.6000000000000004e-131
260.4	3.6000000000000004e-131
260.6	3.599999999999999e-131
260.8	3.599999999999999e-131
261.0	3.599999999999999e-131
261.20000000000005	3.599999999999999e-131
261.4	3.6000000000000004e-131
261.6	3.599999999999999e-131
261.8	3.599999999999999e-131
262.0	3.599999999999998e-131
262.20000000000005	3.599999999999999e-131
262.4	3.6000000000000004e-131
262.6	3.6000000000000004e-131
262.8	3.599999999999999e-131
263.0	3.599999999999999e-131
263.20000000000005	3.599999999999998e-131
263.4	3.599999999999999e-131
263.6	3.6000000000000004e-131
263.8	3.599999999999999e-131
264.0	3.6000000000000004e-131
264.20000000000005	3.6000000000000004e-131
264.4	3.599999999999999e-131
264.6	3.599999999999999e-131
264.8	3.6000000000000004e-131
265.0	3.6000000000000004e-131
265.20000000000005	3.599999999999999e-131
265.4	3.599999999999999e-131
265.6	3.599999999999999e-131
265.8	3.6000000000000004e-131
266.0	3.599999999999999e-131
266.20000000000005	3.599999999999999e-131
266.4	3.6000000000000004e-131
266.6	3.599999999999999e-131
266.79999999999995	0.0
267.0	3.599999999999999e-131
267.20000000000005	3.599999999999999e-131
267.4	3.599999999999999e-131
267.6	3.599999999999998e-131
267.8	3.6000000000000004e-131
268.0	3.6000000000000004e-131
268.20000000000005	3.6000000000000004e-131
268.4	3.6000000000000004e-131
268.6	3.6000000000000004e-131
268.8	3.599999999999999e-131
269.0	3.6000000000000004e-131
269.20000000000005	3.599999999999999e-131
269.4	3.599999999999999e-131
269.6	3.599999999999999e-131
269.8	3.599999999999999e-131
270.0	3.599999999999999e-131
270.20000000000005	3.599999999999999e-131
270.4	3.6000000000000004e-131
270.6	3.6000000000000004e-131
270.8	3.6000000000000004e-131
271.0	3.6000000000000004e-131
271.20000000000005	3.599999999999999e-131
271.4	3.599999999999999e-131
271.6	3.6000000000000004e-131
271.8	3.599999999999999e-131
272.0	3.599999999999999e-131
272.20000000000005	3.6000000000000004e-131
272.4	3.6000000000000004e-131
272.6	3.6000000000000004e-131
272.8	3.6000000000000004e-131
273.0	3.599999999999999e-131
273.20000000000005	3.6000000000000004e-131
273.4	3.599999999999999e-131
273.6	3.599999999999998e-131
273.8	3.6000000000000004e-131
274.0	3.6000000000000004e-131
274.20000000000005	3.599999999999999e-131
274.4	3.6000000000000004e-131
274.6	3.6000000000000004e-131
274.8	3.6000000000000004e-131
275.0	3.599999999999999e-131
275.20000000000005	4.9e-131
275.4	4.899999999999998e-131
275.6	4.899999999999998e-131
275.8	4.9e-131
276.0	4.899999999999997e-131
276.20000000000005	4.9e-131
276.4	4.9e-131
276.6	4.9e-131
276.8	4.9e-131
277.0	4.9e-131
277.20000000000005	4.899999999999998e-131
277.4	4.899999999999998e-131
277.6	4.9e-131
277.8	4.9e-131
278.0	4.899999999999998e-131
278.20000000000005	4.899999999999998e-131
278.4	4.9e-131
278.6	4.9e-131
278.8	4.900000000000001e-131
279.0	4.9e-131
279.20000000000005	4.9e-131
279.4	4.9e-131
279.6	4.9e-131
279.8	4.899999999999997e-131
280.0	4.9e-131
280.20000000000005	4.9e-131
280.4	4.9e-131
280.6	4.899999999999998e-131
280.8	4.9e-131
281.0	4.899999999999998e-131
281.20000000000005	4.899999999999998e-131
281.4	4.899999999999998e-131
281.6	4.899999999999998e-131
281.8	4.9e-131
282.0	4.9e-131
282.20000000000005	4.899999999999998e-131
282.4	4.9e-131
282.6	4.9e-131
282.8	4.899999999999998e-131
283.0	4.9e-131
283.20000000000005	4.900000000000001e-131
283.4	4.899999999999998e-131
283.59999999999997	0.0
283.8	4.899999999999998e-131
284.0	4.900000000000001e-131
284.20000000000005	4.899999999999998e-131
284.4	4.899999999999998e-131
284.6	4.899999999999998e-131
284.8	4.900000000000001e-131
285.0	4.9e-131
285.20000000000005	4.899999999999998e-131
285.4	4.899999999999998e-131
285.6	4.899999999999998e-131
285.8	4.9e-131
286.0	4.900000000000001e-131
286.20000000000005	4.9e-131
286.4	4.899999999999998e-131
286.6	4.899999999999998e-131
286.8	4.9e-131
287.0	4.899999999999998e-131
287.20000000000005	4.9e-131
287.4	4.899999999999998e-131
287.6	4.899999999999997e-131
287.8	4.9e-131
288.0	4.9e-131
288.20000000000005	4.9e-131
288.4	4.9e-131
288.6	4.9e-131
288.8	4.9e-131
289.0	4.899999999999998e-131
289.20000000000005	4.899999999999998e-131
289.4	4.900000000000001e-131
289.6	4.9e-131
289.8	4.899999999999998e-131
290.0	4.9e-131
290.20000000000005	4.899999999999998e-131
290.4	4.9e-131
290.6	4.899999999999998e-131
290.8	4.9e-131
291.0	4.899999999999998e-131
291.20000000000005	4.9e-131
291.4	4.899999999999998e-131
291.6	4.899999999999998e-131
291.8	6.4e-131
292.0	6.4e-131
292.20000000000005	6.4e-131
292.4	6.4e-131
292.6	6.400000000000001e-131
292.8	6.4e-131
293.0	6.399999999999998e-131
293.20000000000005	6.399999999999998e-131
293.4	6.4e-131
293.6	6.399999999999998e-131
293.8	6.400000000000001e-131
294.0	6.4e-131
294.20000000000005	6.399999999999998e-131
294.4	6.399999999999998e-131
294.6	6.4e-131
294.8	6.399999999999996e-131
295.0	6.4e-131
295.20000000000005	6.399999999999998e-131
295.4	6.4e-131
295.6	6.400000000000001e-131
295.8	6.4e-131
296.0	6.400000000000003e-131
296.20000000000005	6.4e-131
296.4	6.4e-131
296.6	6.4e-131
296.8	6.4e-131
297.0	6.4e-131
297.20000000000005	6.4e-131
297.4	6.399999999999998e-131
297.6	6.4e-131
297.8	6.4e-131
298.0	6.399999999999998e-131
298.20000000000005	6.399999999999998e-131
298.4	6.399999999999998e-131
298.6	6.399999999999998e-131
298.8	6.4e-131
299.0	6.399999999999998e-131
299.20000000000005	6.4e-131
299.4	6.399999999999998e-131
299.6	6.4e-131
299.8	6.399999999999998e-131
300.0	0.0
