# frequency_THz	|SZmax(2),Zmax(2)|^2
100.0	0.9738059230984559
100.2	0.9737791191329646
100.4	0.9737523615437391
100.6	0.9737256499339818
100.8	0.9736989839108166
101.0	0.973672363085271
101.2	0.9736457870722488
101.4	0.9736192554905077
101.6	0.9735927679626356
101.8	0.973566324115029
102.0	0.973539923577866
102.2	0.9735135659850827
102.4	0.973487250974357
102.6	0.9734609781870713
102.8	0.9734347472683028
103.0	0.9734085578667876
103.2	0.9733824096349074
103.4	0.9733563022286581
103.6	0.9733302353076273
103.8	0.9733042085349747
104.0	0.9732782215774036
104.2	0.9732522741051378
104.4	0.9732263657919005
104.6	0.9732004963148843
104.8	0.9731746653547342
105.0	0.97314887259552
105.2	0.9731231177247115
105.4	0.9730974004331578
105.6	0.9730717204150586
105.8	0.9730460773679455
106.0	0.9730204709926518
106.2	0.9729949009932959
106.4	0.9729693670772525
106.6	0.9729438689551271
106.8	0.972918406340737
107.0	0.9728929789510841
107.2	0.9728675865063308
107.4	0.9728422287297802
107.6	0.9728169053478436
107.8	0.9727916160900266
108.0	0.972766360688897
108.2	0.9727411388800677
108.4	0.9727159504021683
108.6	0.9726907949968209
108.8	0.9726656724086216
109.0	0.9726405823851093
109.2	0.9726155246767492
109.4	0.972590499036904
109.6	0.9725655052218115
109.8	0.9725405429905651
110.0	0.9725156121050824
110.2	0.9724907123300875
110.4	0.9724658434330871
110.6	0.9724410051843451
110.8	0.9724161973568606
111.0	0.9723914197263419
111.2	0.9723666720711888
111.4	0.972341954172461
111.6	0.9723172658138646
111.8	0.9722926067817224
112.0	0.9722679768649507
112.2	0.9722433758550413
112.4	0.9722188035460316
112.6	0.9721942597344891
112.8	0.9721697442194825
113.0	0.9721452568025607
113.2	0.9721207972877329
113.4	0.9720963654814428
113.6	0.972071961192545
113.8	0.9720475842322853
114.0	0.9720232344142805
114.2	0.9719989115544879
114.4	0.9719746154711906
114.6	0.9719503459849718
114.8	0.9719261029186931
115.0	0.9719018860974735
115.2	0.9718776953486666
115.4	0.9718535305018372
115.6	0.9718293913887425
115.8	0.9718052778433087
116.0	0.9717811897016072
116.2	0.9717571268018378
116.4	0.9717330889843022
116.6	0.9717090760913889
116.8	0.9716850879675418
117.0	0.9716611244592499
117.2	0.9716371854150208
117.4	0.9716132706853562
117.6	0.97158938012274
117.8	0.9715655135816093
118.0	0.9715416709183353
118.2	0.9715178519912077
118.39999999999999	0.971494056660407
118.6	0.9714702847879886
118.8	0.9714465362378613
119.0	0.9714228108757659
119.2	0.9713991085692558
119.4	0.9713754291876769
119.6	0.97135177260215
119.8	0.9713281386855448
120.0	0.9713045273124665
120.2	0.9712809383592321
120.4	0.9712573717038535
120.6	0.9712338272260156
120.8	0.9712103048070585
121.0	0.9711868043299574
121.2	0.9711633256793054
121.4	0.9711398687412905
121.6	0.9711164334036811
121.8	0.9710930195558037
122.0	0.9710696270885271
122.2	0.9710462558942413
122.4	0.9710229058668406
122.6	0.9709995769017045
122.8	0.9709762688956811
123.0	0.970952981747065
123.2	0.9709297153555847
123.4	0.9709064696223791
123.6	0.9708832444499853
123.8	0.970860039742315
124.0	0.9708368554046438
124.2	0.9708136913435874
124.4	0.9707905474670888
124.6	0.9707674236843974
124.8	0.9707443199060547
125.0	0.970721236043878
125.2	0.97069817201094
125.4	0.9706751277215558
125.6	0.9706521030912645
125.8	0.9706290980368124
126.0	0.9706061124761386
126.2	0.9705831463283565
126.4	0.9705601995137394
126.6	0.9705372719537042
126.8	0.9705143635707961
127.0	0.9704914742886703
127.2	0.9704686040320796
127.4	0.9704457527268588
127.6	0.9704229202999078
127.8	0.9704001066791758
128.0	0.9703773117936506
128.2	0.9703545355733384
128.4	0.9703317779492513
128.6	0.9703090388533947
128.8	0.9702863182187497
129.0	0.9702636159792605
129.2	0.9702409320698197
129.4	0.9702182664262534
129.6	0.9701956189853105
129.8	0.970172989684644
130.0	0.9701503784628022
130.2	0.970127785259212
130.4	0.9701052100141654
130.6	0.9700826526688092
130.8	0.9700601131651312
131.0	0.9700375914459435
131.2	0.9700150874548744
131.4	0.969992601136354
131.6	0.9699701324356016
131.8	0.9699476812986133
132.0	0.9699252476721502
132.2	0.9699028315037278
132.4	0.9698804327416016
132.6	0.9698580513347561
132.8	0.9698356872328954
133.0	0.9698133403864306
133.2	0.9697910107464673
133.4	0.9697686982647976
133.6	0.9697464028938864
133.8	0.9697241245868643
134.0	0.9697018632975128
134.2	0.9696796189802595
134.4	0.9696573915901631
134.6	0.9696351810829063
134.8	0.969612987414788
135.0	0.9695908105427099
135.2	0.9695686504241726
135.4	0.9695465070172602
135.6	0.9695243802806396
135.8	0.9695022701735476
136.0	0.9694801766557832
136.2	0.9694580996877018
136.4	0.9694360392302083
136.6	0.9694139952447478
136.8	0.9693919676933017
137.0	0.9693699565383812
137.2	0.9693479617430214
137.4	0.969325983270776
137.6	0.9693040210857147
137.8	0.9692820751524166
138.0	0.9692601454359704
138.2	0.9692382319019659
138.4	0.9692163345165016
138.6	0.9691944532461745
138.8	0.9691725880580866
139.0	0.9691507389198417
139.2	0.9691289057995509
139.4	0.9691070886658338
139.6	0.9690852874878244
139.8	0.9690635022351783
140.0	0.9690417328780796
140.2	0.9690199793872539
140.4	0.9689982417339774
140.6	0.968976519890096
140.8	0.968954813828042
141.0	0.9689331235208578
141.2	0.9689114489422209
141.4	0.9688897900664737
141.6	0.9688681468686641
141.8	0.9688465193245831
142.0	0.9688249074108188
142.2	0.9688033111048131
142.4	0.9687817303849329
142.6	0.9687601652305501
142.8	0.968738615622138
143.0	0.9687170815413845
143.2	0.9686955629713265
143.4	0.9686740598965099
143.6	0.9686525723031796
143.8	0.9686311001795053
144.0	0.9686096435158571
144.2	0.9685882023051338
144.4	0.9685667765431661
144.6	0.9685453662292046
144.8	0.9685239713665235
145.0	0.9685025919631612
145.2	0.9684812280328526
145.4	0.9684598795961972
