# frequency_THz	|SZmax(1),Zmax(2)|^2
100.0	6.392676108976597e-13
100.19999694824219	6.276796626080866e-13
100.4000015258789	6.119199545631387e-13
100.5999984741211	5.92272858825753e-13
100.80000305175781	5.691211351891988e-13
101.0	5.429326103325475e-13
101.19999694824219	5.142430880804503e-13
101.4000015258789	4.836409570359637e-13
101.5999984741211	4.5174852416821534e-13
101.80000305175781	4.192041087837336e-13
102.0	3.866454551450621e-13
102.19999694824219	3.546921500129417e-13
102.4000015258789	3.2393001389362184e-13
102.5999984741211	2.948972656669263e-13
102.80000305175781	2.6807153392525065e-13
103.0	2.438599805119804e-13
103.19999694824219	2.2259090686534044e-13
103.4000015258789	2.045081922723976e-13
103.5999984741211	1.8976748165034357e-13
103.80000305175781	1.7843577726125954e-13
104.0	1.7049248684012132e-13
104.19999694824219	1.658334478784981e-13
104.4000015258789	1.6427616011594553e-13
104.5999984741211	1.6556809976601309e-13
104.80000305175781	1.6939517399065154e-13
105.0	1.753924917287617e-13
105.19999694824219	1.8315574580561407e-13
105.4000015258789	1.9225325598798547e-13
105.5999984741211	2.0223817811809802e-13
105.80000305175781	2.1266079777638958e-13
106.0	2.2308071600945862e-13
106.19999694824219	2.330776616034068e-13
106.4000015258789	2.422623531032816e-13
106.5999984741211	2.5028501786159493e-13
106.80000305175781	2.5684395431206083e-13
107.0	2.6169091461054895e-13
107.19999694824219	2.64636651280283e-13
107.4000015258789	2.655527826199032e-13
107.5999984741211	2.6437397652911923e-13
107.80000305175781	2.610969117421075e-13
108.0	2.5577772756406183e-13
108.19999694824219	2.485292169652134e-13
108.4000015258789	2.395151614243405e-13
108.5999984741211	2.2894428071942435e-13
108.80000305175781	2.1706305862824408e-13
109.0	2.0414765569787848e-13
109.19999694824219	1.9049535884510672e-13
109.4000015258789	1.7641599128379642e-13
109.5999984741211	1.622229443844055e-13
109.80000305175781	1.4822446867775574e-13
110.0	1.3471564704834227e-13
110.19999694824219	1.2197068225205048e-13
110.4000015258789	1.1023614776131321e-13
110.5999984741211	9.972517832284038e-14
110.80000305175781	9.061280699522163e-14
111.0	8.303228121631245e-14
111.19999694824219	7.707291699098319e-14
111.4000015258789	7.277893107738143e-14
111.5999984741211	7.014971479370593e-14
111.80000305175781	6.914118764368363e-14
