# frequency_THz	|SZmax(1),Zmax(2)|^2
100.0	6.854190094633099e-15
100.19999694824219	6.827725628326822e-15
100.4000015258789	6.7899228472822685e-15
100.5999984741211	6.74100639643724e-15
100.80000305175781	6.681250675461725e-15
101.0	6.610964898811569e-15
101.19999694824219	6.5304999696830246e-15
101.4000015258789	6.440243860074634e-15
101.5999984741211	6.340619909971703e-15
101.80000305175781	6.232085139097599e-15
102.0	6.115124058655027e-15
102.19999694824219	5.990260492808689e-15
102.4000015258789	5.858037918861156e-15
102.5999984741211	5.719023370993758e-15
102.80000305175781	5.5738120888078554e-15
103.0	5.423011975714426e-15
103.19999694824219	5.267250394967021e-15
103.4000015258789	5.107169982298463e-15
103.5999984741211	4.943418769382218e-15
103.80000305175781	4.776655872150439e-15
104.0	4.607542811127705e-15
104.19999694824219	4.436741660957211e-15
104.4000015258789	4.2649110645369835e-15
104.5999984741211	4.092704373556364e-15
104.80000305175781	3.9207666513468725e-15
105.0	3.74972982326538e-15
105.19999694824219	3.580209841504236e-15
105.4000015258789	3.412804504564155e-15
105.5999984741211	3.2480902648680404e-15
105.80000305175781	3.086618491356043e-15
106.0	2.9289153893258216e-15
106.19999694824219	2.7754761059670754e-15
106.4000015258789	2.62676479420687e-15
106.5999984741211	2.48321214694258e-15
106.80000305175781	2.345213356901002e-15
107.0	2.2131254028540192e-15
107.19999694824219	2.0872684062124816e-15
107.4000015258789	1.9679224948714655e-15
107.5999984741211	1.8553257347320785e-15
107.80000305175781	1.749678014843248e-15
108.0	1.6511362412850685e-15
108.19999694824219	1.5598141685627953e-15
108.4000015258789	1.4757885789606865e-15
108.5999984741211	1.3990918152768865e-15
108.80000305175781	1.329717524868934e-15
109.0	1.2676205020388236e-15
109.19999694824219	1.2127170987194565e-15
109.4000015258789	1.1648874749320883e-15
109.5999984741211	1.1239763309381493e-15
109.80000305175781	1.0897952713383612e-15
110.0	1.0621248589995002e-15
110.19999694824219	1.0407177696631056e-15
110.4000015258789	1.0252973634667352e-15
110.5999984741211	1.0155639668642656e-15
110.80000305175781	1.0111969074168193e-15
111.0	1.0118537806486529e-15
111.19999694824219	1.0171771818254764e-15
111.4000015258789	1.0267950062608604e-15
111.5999984741211	1.0403237253358708e-15
111.80000305175781	1.0573711686360333e-15
112.0	1.077539178680941e-15
112.19999694824219	1.1004261794273646e-15
112.4000015258789	1.1256293874954647e-15
112.5999984741211	1.1527480799932136e-15
112.80000305175781	1.1813864256034314e-15
113.0	1.211152713467187e-15
113.19999694824219	1.2416667101699718e-15
113.4000015258789	1.2725575712165743e-15
113.5999984741211	1.303466729743482e-15
113.80000305175781	1.3340520578398573e-15
114.0	1.3639858019340616e-15
114.19999694824219	1.3929589156539555e-15
114.4000015258789	1.4206805183224452e-15
114.5999984741211	1.4468816235405656e-15
114.80000305175781	1.4713124948654586e-15
115.0	1.4937464185721114e-15
115.19999694824219	1.5139799204970727e-15
115.4000015258789	1.531831299011124e-15
115.5999984741211	1.5471432750041452e-15
115.80000305175781	1.5597815646226429e-15
116.0	1.5696356453844137e-15
116.19999694824219	1.5766172979944683e-15
116.4000015258789	1.5806636901978418e-15
116.5999984741211	1.5817308270670887e-15
116.80000305175781	1.5797993515766682e-15
117.0	1.5748705153200843e-15
117.19999694824219	1.5669645544949731e-15
117.4000015258789	1.5561219782440938e-15
117.5999984741211	1.5424015043556364e-15
117.80000305175781	1.52587799129384e-15
118.0	1.5066435236913487e-15
118.19999694824219	1.4848031624330995e-15
118.4000015258789	1.4604765031340628e-15
118.5999984741211	1.4337947651390359e-15
118.80000305175781	1.4048989558481974e-15
119.0	1.3739408476217236e-15
119.19999694824219	1.3410781675788035e-15
119.4000015258789	1.3064766672723096e-15
119.5999984741211	1.2703060783196433e-15
119.80000305175781	1.232740786197986e-15
120.0	1.1939558288766985e-15
120.19999694824219	1.1541294478758782e-15
120.4000015258789	1.1134385990118104e-15
120.5999984741211	1.0720598317323342e-15
120.80000305175781	1.0301669738316046e-15
121.0	9.879298917883442e-16
121.19999694824219	9.455155894579952e-16
121.4000015258789	9.030849764834486e-16
121.5999984741211	8.607935795247536e-16
121.80000305175781	8.187895771252151e-16
122.0	7.772144093054141e-16
122.19999694824219	7.362015141464108e-16
122.4000015258789	6.9587617162592405e-16
122.5999984741211	6.563547310330192e-16
122.80000305175781	6.1774453194093105e-16
123.0	5.801440994258537e-16
123.19999694824219	5.436420945869138e-16
123.4000015258789	5.083179735957557e-16
123.5999984741211	4.742414080275043e-16
123.80000305175781	4.4147296294724066e-16
124.0	4.1006402810765716e-16
124.19999694824219	3.8005634278438724e-16
124.4000015258789	3.514831217630958e-16
124.5999984741211	3.2436886618861044e-16
124.80000305175781	2.9872984847289205e-16
125.0	2.7457432816224844e-16
125.19999694824219	2.5190298647348135e-16
125.4000015258789	2.307095401429399e-16
125.5999984741211	2.1098106478764694e-16
125.80000305175781	1.9269820235824774e-16
126.0	1.7583619174610122e-16
126.19999694824219	1.6036491762397145e-16
126.4000015258789	1.4624949925373293e-16
126.5999984741211	1.3345099354660804e-16
126.80000305175781	1.2192669252712798e-16
127.0	1.1163059486034573e-16
127.19999694824219	1.0251407622309992e-16
127.4000015258789	9.452619348449912e-17
127.5999984741211	8.761421450902075e-17
127.80000305175781	8.17239734265552e-17
128.0	7.680033970821547e-17
128.1999969482422	7.278763776304031e-17
128.39999389648438	6.962994202500275e-17
128.60000610351562	6.727142687940294e-17
128.8000030517578	6.565676021673027e-17
129.0	6.473123153470759e-17
129.1999969482422	6.44411657267252e-17
129.39999389648438	6.473402888292942e-17
129.60000610351562	6.555872410553715e-17
129.8000030517578	6.686570645836521e-17
130.0	6.860710275270798e-17
130.1999969482422	7.073691437970429e-17
130.39999389648438	7.321103847777783e-17
130.60000610351562	7.598736789543114e-17
130.8000030517578	7.902583462549557e-17
131.0	8.228844489017211e-17
131.1999969482422	8.573927833115196e-17
131.39999389648438	8.934446739330317e-17
131.60000610351562	9.307218981237451e-17
131.8000030517578	9.689260419468918e-17
132.0	1.0077787549462645e-16
132.1999969482422	1.0470193767646142e-16
132.39999389648438	1.0864066525834822e-16
132.60000610351562	1.1257153644762454e-16
132.8000030517578	1.1647378648196847e-16
133.0	1.2032817180699778e-16
133.1999969482422	1.2411686199804498e-16
133.39999389648438	1.2782355621577024e-16
133.60000610351562	1.3143301312797716e-16
133.8000030517578	1.3493142589409867e-16
134.0	1.383059287049385e-16
134.1999969482422	1.4154479563874585e-16
134.39999389648438	1.4463719121866665e-16
134.60000610351562	1.4757318406876584e-16
134.8000030517578	1.5034369490674177e-16
135.0	1.5294037324525446e-16
135.1999969482422	1.5535556379232144e-16
135.39999389648438	1.5758225520109337e-16
135.60000610351562	1.5961418501875037e-16
135.8000030517578	1.6144551140103855e-16
136.0	1.6307107472894577e-16
136.1999969482422	1.644862867739207e-16
136.39999389648438	1.6568699728850095e-16
136.60000610351562	1.666697158160605e-16
136.8000030517578	1.6743142009129969e-16
137.0	1.6796967039166217e-16
137.1999969482422	1.6828256607878072e-16
137.39999389648438	1.6836881545630937e-16
137.60000610351562	1.682276524073144e-16
137.8000030517578	1.6785900204089822e-16
138.0	1.6726338055769615e-16
138.1999969482422	1.664419535265398e-16
138.39999389648438	1.6539658237732612e-16
138.60000610351562	1.641298311552645e-16
138.8000030517578	1.6264501121223516e-16
139.0	1.6094608355543345e-16
139.1999969482422	1.590378221732581e-16
139.39999389648438	1.5692579223334644e-16
139.60000610351562	1.5461633322747846e-16
139.8000030517578	1.5211646956340458e-16
140.0	1.494340654014093e-16
140.1999969482422	1.4657780372856994e-16
140.39999389648438	1.435570415809193e-16
140.60000610351562	1.4038197026213746e-16
140.8000030517578	1.3706337172728384e-16
141.0	1.336128284141968e-16
141.1999969482422	1.3004251440327305e-16
141.39999389648438	1.2636529011128834e-16
141.60000610351562	1.2259452274897625e-16
141.8000030517578	1.1874408162309422e-16
142.0	1.1482833849242122e-16
142.1999969482422	1.1086199778274575e-16
142.39999389648438	1.06860202498989e-16
142.60000610351562	1.0283823228789199e-16
142.8000030517578	9.88116239735222e-17
143.0	9.479598500811854e-17
143.1999969482422	9.08069825484384e-17
143.39999389648438	8.68601520572388e-17
143.60000610351562	8.297094115873036e-17
143.8000030517578	7.915459615966787e-17
144.0	7.542596754823381e-17
144.1999969482422	7.179959518573511e-17
144.39999389648438	6.82894964780531e-17
144.60000610351562	6.490915127958476e-17
144.8000030517578	6.167133506165963e-17
145.0	5.858819896633147e-17
145.1999969482422	5.567107361894933e-17
145.39999389648438	5.2930447835413775e-17
145.60000610351562	5.037585482984014e-17
145.8000030517578	4.8015902639396535e-17
146.0	4.5858153406745574e-17
146.1999969482422	4.390912171376045e-17
146.39999389648438	4.217420415883297e-17
146.60000610351562	4.0657681523376815e-17
146.8000030517578	3.936260711192721e-17
147.0	3.829094549324347e-17
147.1999969482422	3.744340938135226e-17
147.39999389648438	3.6819535380952576e-17
147.60000610351562	3.6417692207084684e-17
147.8000030517578	3.6235051746281346e-17
148.0	3.62676414991788e-17
148.1999969482422	3.651036786233531e-17
148.39999389648438	3.695703555185993e-17
148.60000610351562	3.7600414076085155e-17
148.8000030517578	3.843225344518194e-17
149.0	3.944336069418393e-17
149.1999969482422	4.062366946885126e-17
149.39999389648438	4.196225121151072e-17
149.60000610351562	4.344747012816945e-17
149.8000030517578	4.5066972580497106e-17
150.0	4.680781002889254e-17
150.1999969482422	4.8656536792749627e-17
150.39999389648438	5.059923996151548e-17
150.60000610351562	5.2621668477125075e-17
150.8000030517578	5.470929720362455e-17
151.0	5.684747544929335e-17
151.1999969482422	5.902138461556171e-17
151.39999389648438	6.121630048781079e-17
151.60000610351562	6.341751180771481e-17
151.8000030517578	6.56105428117166e-17
152.0	6.778112575334213e-17
152.1999969482422	6.99153748835164e-17
152.39999389648438	7.199988571842786e-17
152.60000610351562	7.402168146156467e-17
152.8000030517578	7.596832249628311e-17
153.0	7.782812554468546e-17
153.1999969482422	7.958999734081812e-17
153.39999389648438	8.124367645269293e-17
153.60000610351562	8.277970729004801e-17
153.8000030517578	8.41894811632667e-17
154.0	8.546525353622071e-17
154.1999969482422	8.660030757711886e-17
154.39999389648438	8.758878342269307e-17
154.60000610351562	8.842585244393202e-17
154.8000030517578	8.910772498226345e-17
155.0	8.96315229377793e-17
155.1999969482422	8.999545925085538e-17
155.39999389648438	9.019873045031814e-17
155.60000610351562	9.024145879223722e-17
155.8000030517578	9.012483472727982e-17
156.0	8.985093962311062e-17
156.1999969482422	8.942281538052967e-17
156.39999389648438	8.884435721323347e-17
156.60000610351562	8.812031018447661e-17
156.8000030517578	8.725625707223353e-17
157.0	8.625847017285174e-17
157.1999969482422	8.513399516359496e-17
157.39999389648438	8.389041899463679e-17
157.60000610351562	8.253602421301827e-17
157.8000030517578	8.107954550846498e-17
158.0	7.95301136072234e-17
158.1999969482422	7.78973335148586e-17
158.39999389648438	7.6191079503601e-17
158.60000610351562	7.442145052522707e-17
158.8000030517578	7.259873035098775e-17
159.0	7.07332835303733e-17
159.1999969482422	6.883546660808427e-17
159.39999389648438	6.691564723876906e-17
159.60000610351562	6.498401813570217e-17
159.8000030517578	6.305061695346058e-17
160.0	6.112520073609795e-17
160.1999969482422	5.921722699898495e-17
160.39999389648438	5.733571449354684e-17
160.60000610351562	5.5489307040215945e-17
160.8000030517578	5.36861321271441e-17
161.0	5.1933764000599564e-17
161.1999969482422	5.023919182890652e-17
161.39999389648438	4.8608770992666315e-17
161.60000610351562	4.7048159954591965e-17
161.8000030517578	4.5562403323649135e-17
162.0	4.415568534557442e-17
162.1999969482422	4.283153642719342e-17
162.39999389648438	4.1592717692347226e-17
162.60000610351562	4.0441144479334165e-17
162.8000030517578	3.93780390726104e-17
163.0	3.8403769777741896e-17
163.1999969482422	3.751797188780453e-17
163.39999389648438	3.671950630606299e-17
163.60000610351562	3.6006483706417416e-17
163.8000030517578	3.5376306311832564e-17
164.0	3.4825685628356705e-17
164.1999969482422	3.4350627344448405e-17
164.39999389648438	3.394656789985931e-17
164.60000610351562	3.3608331889339886e-17
164.8000030517578	3.3330213388381726e-17
165.0	3.310602011771973e-17
165.1999969482422	3.2929147225616556e-17
165.39999389648438	3.2792593049317634e-17
165.60000610351562	3.2689044714489465e-17
165.8000030517578	3.2610974281149543e-17
166.0	3.255062613689612e-17
166.1999969482422	3.2500169587535064e-17
166.39999389648438	3.2451684829063013e-17
166.60000610351562	3.2397337844961015e-17
166.8000030517578	3.232931601552397e-17
167.0	3.2240020494835785e-17
167.1999969482422	3.212209064670076e-17
167.39999389648438	3.1968447954433463e-17
167.60000610351562	3.177239526678342e-17
167.8000030517578	3.152768575429831e-17
168.0	3.122857467612269e-17
168.1999969482422	3.086988212374685e-17
168.39999389648438	3.044705130946432e-17
168.60000610351562	2.995623016398584e-17
168.8000030517578	2.939427858781986e-17
169.0	2.8758853933955086e-17
169.1999969482422	2.804844102364951e-17
169.39999389648438	2.7262394899667735e-17
169.60000610351562	2.6400949780263713e-17
169.8000030517578	2.5465312945781613e-17
170.0	2.4457595937849767e-17
170.1999969482422	2.3380911281207063e-17
170.39999389648438	2.223934648380944e-17
170.60000610351562	2.1037963286914482e-17
170.8000030517578	1.9782828296516006e-17
171.0	1.8480954618361908e-17
171.1999969482422	1.714035186328992e-17
171.39999389648438	1.5769941371963288e-17
171.60000610351562	1.4379571156084272e-17
171.8000030517578	1.297997258289249e-17
172.0	1.158271143818976e-17
172.1999969482422	1.0200143288077044e-17
172.39999389648438	8.845368981792952e-18
172.60000610351562	7.532174499102905e-18
172.8000030517578	6.2749630536308254e-18
173.0	5.088684579857615e-18
173.1999969482422	3.988768074822066e-18
173.39999389648438	2.9910379901887475e-18
