# frequency_THz	|SZmax(1),Zmax(2)|^2
100.0	1.2287906496451184e-16
100.2	1.2125237204898519e-16
100.4	1.1963173895363065e-16
100.6	1.1801724891194436e-16
100.8	1.1640898613840385e-16
101.0	1.1480703584364917e-16
101.2	1.1321148424998002e-16
101.4	1.116224186071858e-16
101.6	1.1003992720870894e-16
101.8	1.0846409940815694e-16
102.0	1.0689502563616654e-16
102.2	1.0533279741763305e-16
102.4	1.0377750738931251e-16
102.6	1.02229249317804e-16
102.8	1.0068811811792628e-16
103.0	9.915420987149694e-17
103.2	9.76276218465194e-17
103.4	9.610845251679884e-17
103.6	9.459680158198639e-17
103.8	9.309276998806942e-17
104.0	9.159645994831613e-17
104.2	9.010797496469021e-17
104.4	8.862741984973862e-17
104.6	8.715490074897378e-17
104.8	8.569052516375553e-17
105.0	8.423440197468682e-17
105.2	8.278664146554224e-17
105.4	8.134735534772692e-17
105.6	7.991665678529531e-17
105.8	7.849466042053152e-17
106.0	7.708148240011038e-17
106.2	7.567724040185009e-17
106.4	7.42820536620687e-17
106.6	7.289604300356194e-17
106.8	7.151933086421208e-17
107.0	7.015204132624487e-17
107.2	6.879430014614448e-17
107.4	6.744623478524199e-17
107.6	6.610797444099233e-17
107.8	6.477965007895031e-17
108.0	6.34613944654642e-17
108.2	6.215334220108595e-17
108.4	6.085562975473378e-17
108.6	5.956839549859509e-17
108.8	5.82917797437953e-17
109.0	5.702592477684584e-17
109.2	5.57709748968648e-17
109.4	5.452707645360184e-17
109.6	5.329437788625825e-17
109.8	5.2073029763114565e-17
110.0	5.086318482197965e-17
110.2	4.966499801144732e-17
110.4	4.8478626532982515e-17
110.6	4.7304229883820746e-17
110.8	4.6141969900693295e-17
111.0	4.499201080435631e-17
111.2	4.3854519244933927e-17
111.4	4.272966434804746e-17
111.6	4.161761776172749e-17
111.8	4.051855370408238e-17
112.0	3.9432649011698385e-17
112.2	3.836008318874529e-17
112.4	3.730103845674558e-17
112.6	3.625569980496677e-17
112.8	3.5224255041383033e-17
113.0	3.420689484414699e-17
113.2	3.320381281349965e-17
113.4	3.2215205524038725e-17
113.6	3.124127257724692e-17
113.8	3.028221665417612e-17
114.0	2.9338243568162435e-17
114.2	2.840956231742791e-17
114.4	2.7496385137411463e-17
114.6	2.6598927552643834e-17
114.8	2.5717408427957507e-17
115.0	2.4852050018800334e-17
115.2	2.4003078020383072e-17
115.4	2.317072161536243e-17
115.6	2.2355213519718945e-17
115.8	2.1556790026449823e-17
116.0	2.0775691046642442e-17
116.2	2.0012160147447292e-17
116.4	1.9266444586400273e-17
116.6	1.853879534148383e-17
116.8	1.7829467136232908e-17
117.0	1.7138718459109963e-17
117.2	1.6466811576276116e-17
117.4	1.581401253677321e-17
117.6	1.5180591169014318e-17
117.8	1.456682106733951e-17
118.0	1.3972979567239808e-17
118.2	1.339934770767682e-17
118.4	1.2846210178730182e-17
118.6	1.2313855252581937e-17
118.8	1.180257469559596e-17
119.0	1.131266365896872e-17
119.2	1.0844420545105249e-17
