# frequency_THz	|SZmin(1),Zmax(2)|^2
200.0	0.0
200.2	1e-132
200.4	1.0000000000000001e-132
200.60000000000002	1e-132
200.8	9.999999999999997e-133
201.0	1.0000000000000001e-132
201.2	1e-132
201.4	1e-132
201.60000000000002	1e-132
201.8	1e-132
202.0	9.999999999999997e-133
202.2	1e-132
202.4	9.999999999999997e-133
202.60000000000002	1.0000000000000001e-132
202.8	9.999999999999997e-133
203.0	1e-132
203.2	1e-132
203.4	9.999999999999997e-133
203.60000000000002	1e-132
203.8	1.0000000000000001e-132
204.0	1e-132
204.2	1e-132
204.4	1e-132
204.60000000000002	1e-132
204.8	1e-132
205.0	9.999999999999997e-133
205.2	1e-132
205.4	1e-132
205.60000000000002	1.0000000000000001e-132
205.8	1.0000000000000001e-132
206.0	1e-132
206.2	1e-132
206.4	1e-132
206.60000000000002	9.999999999999997e-133
206.8	9.999999999999997e-133
207.0	1e-132
207.2	1e-132
207.4	1e-132
207.60000000000002	1e-132
207.8	1.0000000000000001e-132
208.0	1.0000000000000001e-132
208.2	9.999999999999997e-133
208.4	1e-132
208.60000000000002	1e-132
208.8	1e-132
209.0	1e-132
209.2	1e-132
209.4	1.0000000000000001e-132
209.60000000000002	1e-132
209.8	1.0000000000000001e-132
210.0	1e-132
210.2	1e-132
210.4	1.0000000000000001e-132
210.60000000000002	1e-132
210.8	1e-132
211.0	1e-132
211.2	1e-132
211.4	1.0000000000000001e-132
211.60000000000002	1e-132
211.8	1e-132
212.0	1e-132
212.2	9.999999999999997e-133
212.4	9.999999999999997e-133
212.60000000000002	4e-132
212.8	4.0000000000000006e-132
213.0	4e-132
213.2	4e-132
213.4	4e-132
213.60000000000002	4e-132
213.8	4e-132
214.0	4e-132
214.2	4e-132
214.4	4e-132
214.60000000000002	4e-132
214.8	4e-132
215.0	3.9999999999999974e-132
215.2	4e-132
215.4	4e-132
215.60000000000002	3.999999999999999e-132
215.8	4e-132
216.0	4.0000000000000006e-132
216.2	4e-132
216.4	4e-132
216.60000000000002	4e-132
216.8	4.0000000000000006e-132
217.0	4e-132
217.2	4e-132
217.4	4e-132
217.60000000000002	4e-132
217.8	4e-132
218.0	4e-132
218.2	4e-132
218.4	4e-132
218.60000000000002	4e-132
218.8	4e-132
219.0	4e-132
219.2	4e-132
219.4	4e-132
219.60000000000002	4e-132
219.8	4e-132
220.0	3.999999999999999e-132
220.2	4e-132
220.4	4e-132
220.60000000000002	4e-132
220.8	4e-132
221.0	4e-132
221.2	4e-132
221.4	4e-132
221.60000000000002	4.000000000000002e-132
221.8	3.999999999999999e-132
222.0	4e-132
222.2	4e-132
222.4	4e-132
222.60000000000002	4e-132
222.8	3.999999999999999e-132
223.0	4e-132
223.2	4e-132
223.4	4e-132
223.60000000000002	4.0000000000000006e-132
223.8	4e-132
224.0	3.999999999999999e-132
224.2	4.0000000000000006e-132
224.4	4e-132
224.60000000000002	4e-132
224.8	3.999999999999999e-132
225.0	0.0
225.2	4e-132
225.4	4e-132
225.60000000000002	4e-132
225.8	4e-132
226.0	4e-132
226.2	3.999999999999999e-132
226.4	4e-132
226.60000000000002	4e-132
226.8	3.999999999999999e-132
227.0	4e-132
227.2	4e-132
227.4	4e-132
227.60000000000002	3.999999999999999e-132
227.8	4e-132
228.0	4e-132
228.20000000000002	4e-132
228.4	4e-132
228.6	4e-132
228.8	4e-132
229.0	4e-132
229.20000000000002	4e-132
229.4	4.0000000000000006e-132
229.6	4e-132
229.8	4e-132
230.0	4e-132
230.20000000000002	4e-132
230.4	4e-132
230.6	4e-132
230.8	4e-132
231.0	4e-132
231.20000000000002	4e-132
231.4	4e-132
231.6	4e-132
231.8	4e-132
232.0	4.0000000000000006e-132
232.20000000000002	4.000000000000002e-132
232.4	4e-132
232.6	4e-132
232.8	3.999999999999999e-132
233.0	4e-132
233.20000000000002	3.999999999999999e-132
233.4	4e-132
233.6	3.999999999999999e-132
233.8	4e-132
234.0	4.0000000000000006e-132
234.20000000000002	4e-132
234.4	4e-132
234.6	4e-132
234.8	4.0000000000000006e-132
235.0	4e-132
235.20000000000002	4.0000000000000006e-132
235.4	4e-132
235.6	4e-132
235.8	4e-132
236.0	4e-132
236.20000000000002	4e-132
236.4	4e-132
236.6	4e-132
236.8	4e-132
237.0	4.0000000000000006e-132
237.20000000000002	4e-132
237.4	4e-132
237.6	9.000000000000001e-132
237.8	9.000000000000001e-132
238.0	9.000000000000001e-132
238.20000000000002	8.999999999999997e-132
238.4	9.000000000000001e-132
238.6	9.000000000000001e-132
238.8	8.999999999999997e-132
239.0	9.000000000000001e-132
239.20000000000002	9.000000000000001e-132
239.4	8.999999999999997e-132
239.6	9.000000000000001e-132
239.8	9.000000000000001e-132
240.0	8.999999999999995e-132
240.20000000000002	9.000000000000001e-132
240.4	9.000000000000001e-132
240.6	9.000000000000001e-132
240.8	8.999999999999997e-132
241.0	8.999999999999997e-132
241.20000000000002	8.999999999999997e-132
241.4	8.999999999999997e-132
241.6	8.999999999999997e-132
241.8	9.000000000000001e-132
242.0	9.000000000000001e-132
242.20000000000002	9.000000000000001e-132
242.4	9.000000000000001e-132
242.6	8.999999999999997e-132
242.8	8.999999999999997e-132
243.0	9.000000000000001e-132
243.20000000000002	9.000000000000001e-132
243.4	9.000000000000001e-132
243.6	8.999999999999997e-132
243.8	9.000000000000001e-132
244.0	9.000000000000001e-132
244.20000000000002	9.000000000000001e-132
244.4	9.000000000000001e-132
244.6	8.999999999999997e-132
244.8	9.000000000000001e-132
245.0	9.000000000000001e-132
245.20000000000002	9.000000000000001e-132
245.4	9.000000000000001e-132
245.6	8.999999999999997e-132
245.8	9.000000000000001e-132
246.0	9.000000000000001e-132
246.20000000000002	9.000000000000001e-132
246.4	9.000000000000001e-132
246.6	9.000000000000001e-132
246.8	8.999999999999997e-132
247.0	8.999999999999997e-132
247.20000000000002	8.999999999999997e-132
247.4	8.999999999999997e-132
247.6	8.999999999999997e-132
247.8	9.000000000000001e-132
248.0	8.999999999999997e-132
248.20000000000002	8.999999999999997e-132
248.4	8.999999999999997e-132
248.6	9.000000000000001e-132
248.8	9.000000000000001e-132
249.0	9.000000000000001e-132
249.20000000000002	9.000000000000001e-132
249.4	9.000000000000001e-132
249.6	8.999999999999997e-132
249.8	9.000000000000001e-132
250.0	0.0
250.20000000000002	9.000000000000001e-132
250.4	8.999999999999997e-132
250.6	8.999999999999997e-132
250.8	9.000000000000001e-132
251.0	8.999999999999997e-132
251.20000000000002	9.000000000000001e-132
251.4	9.000000000000001e-132
251.6	9.000000000000001e-132
251.8	9.000000000000001e-132
252.0	9.000000000000001e-132
252.20000000000002	8.999999999999997e-132
252.4	9.000000000000001e-132
252.6	9.000000000000001e-132
252.8	8.999999999999997e-132
253.0	8.999999999999997e-132
253.20000000000002	9.000000000000001e-132
253.4	9.000000000000001e-132
253.60000000000002	8.999999999999997e-132
253.8	9.000000000000001e-132
254.0	8.999999999999997e-132
254.20000000000002	9.000000000000001e-132
254.4	9.000000000000001e-132
254.60000000000002	9.000000000000001e-132
254.8	9.000000000000001e-132
255.0	8.999999999999997e-132
255.20000000000002	9.000000000000001e-132
255.4	9.000000000000001e-132
255.60000000000002	8.999999999999995e-132
255.8	8.999999999999997e-132
256.0	9.000000000000001e-132
256.20000000000005	8.999999999999997e-132
256.4	8.999999999999997e-132
256.6	8.999999999999997e-132
256.8	9.000000000000001e-132
257.0	9.000000000000001e-132
257.20000000000005	9.000000000000001e-132
257.4	8.999999999999997e-132
257.6	9.000000000000001e-132
257.8	9.000000000000001e-132
258.0	9.000000000000001e-132
258.20000000000005	8.999999999999997e-132
258.4	9.000000000000001e-132
258.6	1.6e-131
258.8	1.6e-131
259.0	1.6e-131
259.20000000000005	1.6000000000000002e-131
259.4	1.6e-131
259.6	1.6e-131
259.8	1.6e-131
260.0	1.6000000000000002e-131
260.20000000000005	1.6e-131
260.4	1.6000000000000002e-131
260.6	1.6000000000000007e-131
260.8	1.6e-131
261.0	1.6000000000000002e-131
261.20000000000005	1.6e-131
261.4	1.6e-131
261.6	1.6e-131
261.8	1.6000000000000002e-131
262.0	1.599999999999999e-131
262.20000000000005	1.6e-131
262.4	1.6000000000000002e-131
262.6	1.6e-131
262.8	1.6e-131
263.0	1.6e-131
263.20000000000005	1.6e-131
263.4	1.6e-131
263.6	1.6000000000000002e-131
263.8	1.6e-131
264.0	1.6e-131
264.20000000000005	1.6000000000000002e-131
264.4	1.6e-131
264.6	1.599999999999999e-131
264.8	1.6e-131
265.0	1.6e-131
265.20000000000005	1.6000000000000002e-131
265.4	1.6e-131
265.6	1.6e-131
265.8	1.6e-131
266.0	1.6e-131
266.20000000000005	1.6e-131
266.4	1.6000000000000002e-131
266.6	1.6e-131
266.8	1.6000000000000002e-131
267.0	1.6e-131
267.20000000000005	1.6e-131
267.4	1.6e-131
267.6	1.6e-131
267.8	1.6e-131
268.0	1.6e-131
268.20000000000005	1.6e-131
268.4	1.6000000000000002e-131
268.6	1.6e-131
268.8	1.6e-131
269.0	1.6e-131
269.20000000000005	1.6e-131
269.4	1.6e-131
269.6	1.6e-131
269.8	1.6e-131
270.0	1.6e-131
270.20000000000005	1.5999999999999995e-131
270.4	1.6e-131
270.6	1.6000000000000002e-131
270.8	1.6e-131
271.0	1.6e-131
271.20000000000005	1.6000000000000002e-131
271.4	1.6000000000000002e-131
271.6	1.6e-131
271.8	1.6e-131
272.0	1.6e-131
272.20000000000005	1.6000000000000002e-131
272.4	1.6000000000000002e-131
272.6	1.6e-131
272.8	1.6e-131
273.0	1.6e-131
273.20000000000005	1.6e-131
273.4	1.6e-131
273.6	1.5999999999999995e-131
273.8	1.5999999999999995e-131
274.0	1.6e-131
274.20000000000005	1.5999999999999995e-131
274.4	1.6e-131
274.6	1.6e-131
274.8	1.5999999999999995e-131
275.0	1.6e-131
275.20000000000005	2.5000000000000007e-131
275.4	2.5000000000000007e-131
275.6	2.4999999999999997e-131
275.8	2.5000000000000007e-131
276.0	2.4999999999999997e-131
276.20000000000005	2.4999999999999997e-131
276.4	2.4999999999999997e-131
276.6	2.5000000000000007e-131
276.8	2.5000000000000007e-131
277.0	2.4999999999999987e-131
277.20000000000005	2.4999999999999997e-131
277.4	2.4999999999999997e-131
277.6	2.4999999999999997e-131
277.8	2.4999999999999997e-131
278.0	2.4999999999999997e-131
278.20000000000005	2.5000000000000007e-131
278.4	2.4999999999999997e-131
278.6	2.4999999999999987e-131
278.8	2.5000000000000007e-131
279.0	2.4999999999999997e-131
279.20000000000005	2.4999999999999987e-131
279.4	2.5000000000000007e-131
279.6	2.5000000000000007e-131
279.8	2.4999999999999997e-131
280.0	2.5000000000000007e-131
280.20000000000005	2.4999999999999997e-131
280.4	2.5000000000000007e-131
280.6	2.4999999999999997e-131
280.8	2.4999999999999987e-131
281.0	2.4999999999999997e-131
281.20000000000005	2.5000000000000007e-131
281.4	2.4999999999999997e-131
281.6	2.5000000000000007e-131
281.8	2.4999999999999997e-131
282.0	2.4999999999999997e-131
282.20000000000005	2.4999999999999997e-131
282.4	2.4999999999999997e-131
282.6	2.4999999999999997e-131
282.8	2.5000000000000007e-131
283.0	2.4999999999999987e-131
283.20000000000005	2.4999999999999997e-131
283.4	2.4999999999999997e-131
283.6	2.5000000000000007e-131
283.8	2.4999999999999997e-131
284.0	2.5000000000000007e-131
284.20000000000005	2.4999999999999997e-131
284.4	2.4999999999999997e-131
284.6	2.5000000000000007e-131
284.8	2.4999999999999997e-131
285.0	2.4999999999999997e-131
285.20000000000005	2.5000000000000007e-131
285.4	2.4999999999999997e-131
285.6	2.5000000000000007e-131
285.8	2.5000000000000007e-131
286.0	2.4999999999999997e-131
286.20000000000005	2.4999999999999997e-131
286.4	2.5000000000000007e-131
286.6	2.4999999999999997e-131
286.8	2.4999999999999997e-131
287.0	2.5000000000000007e-131
287.20000000000005	2.5000000000000007e-131
287.4	2.5000000000000007e-131
287.6	2.4999999999999997e-131
287.8	2.4999999999999997e-131
288.0	2.4999999999999997e-131
288.20000000000005	2.4999999999999997e-131
288.4	2.4999999999999997e-131
288.6	2.4999999999999987e-131
288.8	2.4999999999999987e-131
289.0	2.4999999999999997e-131
289.20000000000005	2.4999999999999997e-131
289.4	2.5000000000000007e-131
289.6	2.4999999999999987e-131
289.8	2.4999999999999997e-131
290.0	2.4999999999999997e-131
290.20000000000005	2.4999999999999997e-131
290.4	2.4999999999999997e-131
290.6	2.4999999999999997e-131
290.8	2.4999999999999997e-131
291.0	2.4999999999999997e-131
291.20000000000005	2.4999999999999997e-131
291.4	2.5000000000000007e-131
291.6	2.4999999999999997e-131
291.8	3.6000000000000004e-131
292.0	3.6000000000000004e-131
292.20000000000005	3.6000000000000004e-131
292.4	3.599999999999999e-131
292.6	3.599999999999998e-131
292.8	3.599999999999999e-131
293.0	3.599999999999998e-131
293.20000000000005	3.6000000000000004e-131
293.4	3.6000000000000004e-131
293.6	3.599999999999999e-131
293.8	3.599999999999999e-131
294.0	3.6000000000000004e-131
294.20000000000005	3.599999999999999e-131
294.4	3.599999999999999e-131
294.6	3.599999999999999e-131
294.8	3.599999999999999e-131
295.0	3.599999999999999e-131
295.20000000000005	3.599999999999999e-131
295.4	3.6000000000000004e-131
295.6	3.599999999999999e-131
295.8	3.599999999999999e-131
296.0	3.6000000000000004e-131
296.20000000000005	3.6000000000000004e-131
296.4	3.599999999999999e-131
296.6	3.599999999999999e-131
296.8	3.599999999999999e-131
297.0	3.6000000000000004e-131
297.20000000000005	3.6000000000000004e-131
297.4	3.599999999999999e-131
297.6	3.599999999999999e-131
297.8	3.599999999999999e-131
298.0	3.599999999999999e-131
298.20000000000005	3.6000000000000004e-131
298.4	3.599999999999999e-131
298.6	3.599999999999999e-131
298.8	3.599999999999999e-131
299.0	3.6000000000000004e-131
299.20000000000005	3.599999999999999e-131
299.4	3.599999999999999e-131
299.6	3.6000000000000004e-131
299.8	3.599999999999999e-131
300.0	0.0
