# frequency_THz	Absorptance
37.5	0.7440470356275309
37.49593994122427	0.7445741818465763
37.476136363636364	0.747152012206497
37.45227272727273	0.7502701438459808
37.428409090909085	0.753396575241931
37.404545454545456	0.7565258933434705
37.38068181818181	0.7596520999470395
37.35681818181818	0.7627685876736111
37.33295454545455	0.765868120379121
37.309090909090905	0.7689428191433147
37.285227272727276	0.7719841550621381
37.26136363636363	0.7749829501273852
37.237500000000004	0.7779293875079341
37.21363636363636	0.780813032542024
37.18977272727273	0.7836228657015406
37.16590909090909	0.7863473286889857
37.142045454545446	0.7889743846670844
37.11818181818182	0.7914915933930391
37.09431818181818	0.7938862017281785
37.07045454545455	0.7961452496171628
37.0465909090909	0.7982556911801486
37.02272727272727	0.8002045300434669
36.99886363636363	0.8019789674621568
36.975	0.8035665611804763
36.951136363636365	0.8049553923603254
36.92727272727273	0.8061342373136428
36.903409090909086	0.8070927402396183
36.87954545454545	0.8078215827282724
36.85568181818182	0.8083126454869238
36.83181818181817	0.8085591576081371
36.807954545454535	0.8085558287537647
36.78409090909091	0.8082989598961797
36.76022727272727	0.8077865287378552
36.73636363636364	0.8070182466139119
36.7125	0.8059955845429528
36.68863636363636	0.8047217670909648
36.66477272727273	0.8032017338000806
36.64090909090909	0.8014420690508396
36.617045454545455	0.7994509023115571
36.59318181818181	0.7972377817219074
36.569318181818176	0.794813524806644
36.54545454545455	0.7921900507768933
36.521590909090904	0.7893801993217232
36.49772727272727	0.7863975410082372
36.47386363636363	0.7832561843961514
36.449999999999996	0.7799705847489359
36.42613636363636	0.7765553588164585
36.40227272727273	0.7730251096103936
36.37840909090909	0.7693942644355807
36.354545454545445	0.7656769287215078
36.33068181818182	0.7618867574598368
36.30681818181818	0.7580368453338604
36.28295454545454	0.754139635954935
36.2590909090909	0.7502068500232251
36.23522727272727	0.7462494317212433
36.211363636363636	0.742277512238089
36.1875	0.7383003890115984
36.163636363636364	0.7343265190618296
36.13977272727273	0.7303635246655519
36.115909090909085	0.7264182095762051
36.092045454545456	0.7224965840164626
36.06818181818183	0.7186038967466467
36.044318181818184	0.7147446726297971
36.02045454545454	0.710922754260258
35.99659090909091	0.7071413463855248
35.97272727272727	0.703403062021253
35.948863636363626	0.6997099693270524
35.925	0.6960636384701341
35.90113636363636	0.6924651878490238
35.877272727272725	0.6889153291772795
35.85340909090909	0.6854144110361946
35.82954545454545	0.6819624605956299
35.80568181818182	0.6785592232751552
35.78181818181818	0.6752042001761225
35.757954545454545	0.6718966831623874
35.73409090909091	0.6686357875063603
35.71022727272727	0.6654204820508051
35.68636363636364	0.6622496168677208
35.662499999999994	0.6591219484248867
35.638636363636365	0.6560361622990388
35.61477272727272	0.6529908935016855
35.59090909090908	0.6499847445087211
35.56704545454545	0.6470163011072996
35.54318181818182	0.6440841461918951
35.51931818181818	0.6411868716553425
35.49545454545455	0.6383230885299075
35.471590909090914	0.6354914355376887
35.44772727272727	0.6326905862092878
35.423863636363635	0.6299192547258061
35.4	0.6271762006320665
35.37613636363636	0.624460232559293
35.35227272727273	0.6217702110847901
35.32840909090909	0.6191050508445235
35.30454545454546	0.6164637220022319
35.28068181818182	0.613845251168048
35.256818181818176	0.611248721847551
35.23295454545454	0.6086732744932387
35.209090909090904	0.6061181062203848
35.185227272727275	0.603582470241754
35.16136363636363	0.6010656750680581
35.137499999999996	0.5985670835150275
35.11363636363637	0.5960861115523216
35.08977272727273	0.5936222270251246
35.06590909090908	0.5911749482749759
35.042045454545445	0.588743842682774
35.01818181818182	0.5863285251545456
34.99431818181817	0.5839286565671737
34.97045454545455	0.5815439421895316
34.9465909090909	0.5791741300928808
34.922727272727265	0.5768190095613127
34.898863636363636	0.5744784095137024
34.87500000000001	0.5721521969452592
34.85113636363636	0.5698402753970321
34.82727272727273	0.5675425834597759
34.803409090909085	0.5652590933190124
34.77954545454545	0.5629898093452097
34.75568181818181	0.5607347667349775
34.73181818181818	0.5584940302059135
34.70795454545454	0.5562676927493141
34.684090909090905	0.5540558744431706
34.660227272727276	0.551858721327966
