# frequency_THz	|SZmax(1),Zmax(2)|^2
100.0	4.1364373659194894e-16
100.2	1.153596464501465e-17
100.4	1.0587329802567567e-17
100.6	9.695130309918623e-18
100.8	8.857255884788455e-18
101.0	8.071677469785074e-18
101.2	7.336424744236489e-18
101.4	6.6495819282821945e-18
101.6	6.009285891210246e-18
101.8	5.41372478730947e-18
102.0	4.861136863643529e-18
102.2	4.3498093425526684e-18
102.4	3.878077346284912e-18
102.6	3.444322851045355e-18
102.8	3.0469736648645817e-18
103.0	2.684502426538858e-18
103.2	2.355425624157653e-18
103.4	2.0583026323541844e-18
103.6	1.7917347677584494e-18
103.8	1.554364362385309e-18
103.9	1.4462149268114364e-18
104.0	1.3448738549458569e-18
104.2	1.161984900475219e-18
104.4	1.004457499432609e-18
104.6	8.710891491323406e-19
104.8	7.60714024577824e-19
105.0	6.72202207542014e-19
105.2	6.044590209512264e-19
105.4	5.564246784999945e-19
105.6	5.270753001548995e-19
105.8	5.154347520810075e-19
106.0	4.2230526196796055e-19
106.2	5.411558432053268e-19
106.4	5.769106615048688e-19
106.6	6.266548634274051e-19
106.8	6.895642909756797e-19
107.0	7.648279333699644e-19
107.2	8.516598572470602e-19
107.4	9.49300344090794e-19
107.6	1.0570156894125341e-18
107.8	1.1740977140695323e-18
108.0	1.2998631976500395e-18
108.2	1.4336532910374258e-18
108.4	1.5748329270623463e-18
108.6	1.7227902364000006e-18
108.8	1.8769359716744186e-18
109.0	2.0367029410541178e-18
109.1	2.1185230347724478e-18
109.2	2.2015454518924813e-18
109.4	2.3709387646226888e-18
109.6	2.544378556946948e-18
109.8	2.7213803982715995e-18
110.0	2.9014792342918743e-18
110.2	3.0842288816048563e-18
110.4	3.269201532213602e-18
110.6	3.4559872677791364e-18
110.8	3.644193583471388e-18
111.0	3.833444921270112e-18
111.2	4.023382212564953e-18
111.4	4.2136624299058035e-18
111.6	4.403958147754534e-18
111.8	4.59395711209111e-18
112.0	4.78336181872888e-18
112.2	4.971889100195062e-18
112.4	5.159269721034767e-18
112.6	5.345247981398312e-18
112.8	5.52958132877367e-18
113.0	5.712039977727517e-18
113.2	5.8924065375201285e-18
113.4	6.070475647460847e-18
113.6	6.246053619872565e-18
113.8	6.418958090534558e-18
114.0	6.5890176764736296e-18
114.2	6.756071640975723e-18
114.4	6.9199695656869296e-18
114.6	7.080571029674896e-18
114.8	7.237745295316395e-18
115.0	7.391371000873197e-18
115.2	7.541335859608646e-18
115.3	7.61491279065498e-18
115.4	7.687536365281707e-18
115.6	7.829877503828884e-18
115.8	7.968272470997472e-18
116.0	8.102642395610864e-18
116.2	8.232916067995758e-18
116.4	8.359029672808852e-18
116.6	8.480926524922128e-18
116.8	8.598556805787182e-18
117.0	8.711877294864928e-18
117.2	8.82085108363592e-18
117.4	8.925447239874224e-18
117.6	9.025640325441297e-18
117.8	9.121409413128753e-18
118.0	9.212734830564606e-18
118.2	9.299576684068205e-18
118.39999999999999	1.1335627689923976e-17
118.6	9.460313229700032e-18
118.8	9.533833812335098e-18
119.0	9.602972727830495e-18
119.2	9.667713523346015e-18
119.4	9.72806937708925e-18
119.6	9.784061655539387e-18
119.8	9.835716700289287e-18
120.0	9.883064897390968e-18
120.2	9.926140257235642e-18
120.375	9.960355435068746e-18
